smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID
BRD-K40627098	BRD-K40627098-001-01-8	LSM-44758	LSM-39511
BRD-K40655550	BRD-K40655550-001-01-0	LSM-44759	LSM-39513
BRD-K40910787	BRD-K40910787-001-01-4	LSM-44760	LSM-39526
BRD-K40973428	BRD-K40973428-001-01-7	LSM-44761	LSM-39534
BRD-K41335306	BRD-K41335306-001-01-5	LSM-44762	LSM-39555
BRD-K41444660	BRD-K41444660-001-01-5	LSM-44763	LSM-39565
BRD-K41958183	BRD-K41958183-001-01-2	LSM-44764	LSM-39590
BRD-K42136113	BRD-K42136113-001-01-9	LSM-44765	LSM-39598
BRD-K42919101	BRD-K42919101-001-01-2	LSM-44766	LSM-39628
BRD-K43022624	BRD-K43022624-001-01-2	LSM-44767	LSM-39633
BRD-K43122204	BRD-K43122204-001-01-8	LSM-44768	LSM-39641
BRD-K43683841	BRD-K43683841-001-01-8	LSM-44769	LSM-39678
BRD-K43966520	BRD-K43966520-001-01-5	LSM-44770	LSM-39695
BRD-K44161636	BRD-K44161636-001-01-3	LSM-44771	LSM-39703
BRD-K44218044	BRD-K44218044-001-01-7	LSM-44772	LSM-39706
BRD-K45200389	BRD-K45200389-001-01-7	LSM-44773	LSM-39773
BRD-K45627302	BRD-K45627302-001-01-5	LSM-44774	LSM-39795
BRD-K46815185	BRD-K46815185-001-01-7	LSM-44775	LSM-39875
BRD-K46932228	BRD-K46932228-001-01-9	LSM-44776	LSM-39881
BRD-K47033137	BRD-K47033137-001-01-5	LSM-44777	LSM-39887
BRD-K47992037	BRD-K47992037-001-01-3	LSM-44778	LSM-39933
BRD-K48001367	BRD-K48001367-001-01-2	LSM-44779	LSM-39934
BRD-K48427969	BRD-K48427969-001-01-1	LSM-44780	LSM-39956
BRD-K48744855	BRD-K48744855-001-01-6	LSM-44781	LSM-39981
BRD-K49477330	BRD-K49477330-001-01-7	LSM-44782	LSM-40016
BRD-K50795058	BRD-K50795058-001-01-8	LSM-44783	LSM-40075
BRD-K50827439	BRD-K50827439-001-01-9	LSM-44784	LSM-40078
BRD-K51394868	BRD-K51394868-001-01-9	LSM-44785	LSM-40107
BRD-K51871563	BRD-K51871563-001-01-4	LSM-44786	LSM-40132
BRD-K52215487	BRD-K52215487-001-01-6	LSM-44787	LSM-40156
BRD-K52413350	BRD-K52413350-001-02-9	LSM-44788	LSM-40161
BRD-K52515416	BRD-K52515416-001-01-5	LSM-44789	LSM-40166
BRD-K53111504	BRD-K53111504-001-01-5	LSM-44790	LSM-40190
BRD-K53682606	BRD-K53682606-001-01-2	LSM-44791	LSM-40222
BRD-K54673054	BRD-K54673054-001-01-7	LSM-44792	LSM-40264
BRD-K55055560	BRD-K55055560-001-01-3	LSM-44793	LSM-40283
BRD-K55191691	BRD-K55191691-001-01-8	LSM-44794	LSM-40294
BRD-K55767450	BRD-K55767450-001-01-6	LSM-44795	LSM-40335
BRD-K55878534	BRD-K55878534-001-01-1	LSM-44796	LSM-40342
BRD-K56040287	BRD-K56040287-001-01-6	LSM-44797	LSM-40347
BRD-K56104093	BRD-K56104093-001-01-4	LSM-44798	LSM-40352
BRD-K56215828	BRD-K56215828-001-01-0	LSM-44799	LSM-40356
BRD-K57556784	BRD-K57556784-001-01-8	LSM-44800	LSM-40426
BRD-K58290803	BRD-K58290803-001-01-0	LSM-44801	LSM-40458
BRD-K58407898	BRD-K58407898-001-01-6	LSM-44802	LSM-40463
BRD-K58606467	BRD-K58606467-001-01-4	LSM-44803	LSM-40474
BRD-K58873027	BRD-K58873027-001-01-3	LSM-44804	LSM-40489
BRD-K59261663	BRD-K59261663-001-01-9	LSM-44805	LSM-40513
BRD-K59475795	BRD-K59475795-001-01-6	LSM-44806	LSM-40523
BRD-K59606716	BRD-K59606716-001-01-2	LSM-44807	LSM-40530
BRD-K60056473	BRD-K60056473-001-01-0	LSM-44808	LSM-40554
BRD-K60238549	BRD-K60238549-001-01-4	LSM-44809	LSM-40566
BRD-K60257691	BRD-K60257691-001-01-0	LSM-44810	LSM-40568
BRD-K60595964	BRD-K60595964-001-01-3	LSM-44811	LSM-40583
BRD-K62794454	BRD-K62794454-001-01-7	LSM-44812	LSM-40708
BRD-K63158888	BRD-K63158888-001-01-0	LSM-44813	LSM-40723
BRD-K63211577	BRD-K63211577-001-01-3	LSM-44814	LSM-40724
BRD-K75342738	BRD-K75342738-001-01-8	LSM-44815	LSM-40732
BRD-K63325940	BRD-K63325940-001-01-1	LSM-44815	LSM-40732
BRD-K63423329	BRD-K63423329-001-01-5	LSM-44816	LSM-40740
BRD-K63446165	BRD-K63446165-001-01-3	LSM-44817	LSM-40743
BRD-K64062072	BRD-K64062072-001-01-9	LSM-44818	LSM-40767
BRD-K64122011	BRD-K64122011-001-01-5	LSM-44819	LSM-40770
BRD-K64398524	BRD-K64398524-001-01-1	LSM-44820	LSM-40782
BRD-K64601990	BRD-K64601990-001-01-3	LSM-44821	LSM-40796
BRD-K64892842	BRD-K64892842-001-01-8	LSM-44822	LSM-40813
BRD-K65134227	BRD-K65134227-001-01-9	LSM-44823	LSM-40827
BRD-K65617817	BRD-K65617817-001-01-9	LSM-44824	LSM-40855
BRD-K65655554	BRD-K65655554-001-01-6	LSM-44825	LSM-40858
BRD-K65898110	BRD-K65898110-001-01-9	LSM-44826	LSM-40870
BRD-K66061243	BRD-K66061243-001-01-3	LSM-44827	LSM-40879
BRD-K66177994	BRD-K66177994-001-01-8	LSM-44828	LSM-40882
BRD-K66271478	BRD-K66271478-001-01-4	LSM-44829	LSM-40888
BRD-K66857089	BRD-K66857089-001-01-1	LSM-44830	LSM-40920
BRD-K66947316	BRD-K66947316-001-01-5	LSM-44831	LSM-40925
BRD-K67622458	BRD-K67622458-001-01-1	LSM-44832	LSM-40958
BRD-K67985577	BRD-K67985577-001-01-8	LSM-44833	LSM-40973
BRD-K68730107	BRD-K68730107-001-02-4	LSM-44834	LSM-41007
BRD-K68906258	BRD-K68906258-001-01-9	LSM-44835	LSM-41014
BRD-K68948289	BRD-K68948289-001-01-4	LSM-44836	LSM-41021
BRD-K69075782	BRD-K69075782-001-01-7	LSM-44837	LSM-41029
BRD-K69291665	BRD-K69291665-001-01-2	LSM-44838	LSM-41042
BRD-K70276339	BRD-K70276339-001-01-6	LSM-44839	LSM-41094
BRD-K70648728	BRD-K70648728-001-01-5	LSM-44840	LSM-41114
BRD-K71214345	BRD-K71214345-001-01-8	LSM-44841	LSM-41149
BRD-K71499021	BRD-K71499021-001-01-6	LSM-44842	LSM-41161
BRD-K71994465	BRD-K71994465-001-01-9	LSM-44843	LSM-41181
BRD-K72567746	BRD-K72567746-001-01-3	LSM-44844	LSM-41206
BRD-K72827150	BRD-K72827150-001-01-0	LSM-44845	LSM-41223
BRD-K73365449	BRD-K73365449-001-01-1	LSM-44846	LSM-41253
BRD-K73543260	BRD-K73543260-001-01-9	LSM-44847	LSM-41267
BRD-K73788182	BRD-K73788182-001-01-5	LSM-44848	LSM-41279
BRD-K74042299	BRD-K74042299-001-01-6	LSM-44849	LSM-41295
BRD-K74415279	BRD-K74415279-001-01-8	LSM-44850	LSM-41321
BRD-K74461819	BRD-K74461819-001-01-9	LSM-44851	LSM-41324
BRD-K74495399	BRD-K74495399-001-01-5	LSM-44852	LSM-41329
BRD-K75143842	BRD-K75143842-001-01-3	LSM-44853	LSM-41367
BRD-K75265760	BRD-K75265760-001-01-2	LSM-44854	LSM-41373
BRD-K75514176	BRD-K75514176-001-01-1	LSM-44855	LSM-41382
BRD-K75688794	BRD-K75688794-001-01-5	LSM-44856	LSM-41391
BRD-K75889393	BRD-K75889393-001-01-4	LSM-44857	LSM-41406
BRD-K76150628	BRD-K76150628-001-01-7	LSM-44858	LSM-41427
BRD-K76423693	BRD-K76423693-001-01-8	LSM-44859	LSM-41448
BRD-K76477096	BRD-K76477096-001-01-7	LSM-44860	LSM-41450
BRD-K76950673	BRD-K76950673-001-01-4	LSM-44861	LSM-41475
BRD-K77320816	BRD-K77320816-001-01-7	LSM-44862	LSM-41490
BRD-K78777980	BRD-K78777980-001-01-7	LSM-44863	LSM-41569
BRD-K79746073	BRD-K79746073-001-01-9	LSM-44864	LSM-41621
BRD-K80108679	BRD-K80108679-001-01-7	LSM-44865	LSM-41644
BRD-K81261525	BRD-K81261525-001-02-7	LSM-44866	LSM-41709
BRD-K81284476	BRD-K81284476-001-01-0	LSM-44867	LSM-41710
BRD-K81312543	BRD-K81312543-001-01-8	LSM-44868	LSM-41711
BRD-K95689954	BRD-K95689954-001-01-5	LSM-44869	LSM-41736
BRD-K81793693	BRD-K81793693-001-01-7	LSM-44869	LSM-41736
BRD-K82263627	BRD-K82263627-001-01-1	LSM-44870	LSM-41763
BRD-K82425094	BRD-K82425094-001-01-0	LSM-44871	LSM-41776
BRD-K82469533	BRD-K82469533-001-01-7	LSM-44872	LSM-41779
BRD-K82735282	BRD-K82735282-001-01-4	LSM-44873	LSM-41791
BRD-K83045795	BRD-K83045795-001-01-7	LSM-44874	LSM-41809
BRD-K83216866	BRD-K83216866-001-01-8	LSM-44875	LSM-41813
BRD-K83705009	BRD-K83705009-001-01-8	LSM-44876	LSM-41841
BRD-K83727172	BRD-K83727172-001-01-3	LSM-44877	LSM-41846
BRD-K83754856	BRD-K83754856-001-01-0	LSM-44878	LSM-41848
BRD-K84121706	BRD-K84121706-001-01-3	LSM-44879	LSM-41867
BRD-K84447616	BRD-K84447616-001-01-1	LSM-44880	LSM-41881
BRD-K84521734	BRD-K84521734-001-01-0	LSM-44881	LSM-41885
BRD-K84568319	BRD-K84568319-001-01-4	LSM-44882	LSM-41888
BRD-K85297392	BRD-K85297392-001-01-9	LSM-44883	LSM-41924
BRD-K85410924	BRD-K85410924-001-01-5	LSM-44884	LSM-41930
BRD-K85515417	BRD-K85515417-001-01-5	LSM-44885	LSM-41934
BRD-K85667327	BRD-K85667327-001-01-3	LSM-44886	LSM-41942
BRD-K85804197	BRD-K85804197-001-01-9	LSM-44887	LSM-41951
BRD-K85815049	BRD-K85815049-001-01-5	LSM-44888	LSM-41952
BRD-K86831676	BRD-K86831676-001-01-1	LSM-44889	LSM-42005
BRD-K86992593	BRD-K86992593-001-01-1	LSM-44890	LSM-42016
BRD-K87125912	BRD-K87125912-001-01-1	LSM-44891	LSM-42024
BRD-K88231082	BRD-K88231082-001-01-0	LSM-44892	LSM-42081
BRD-K88626416	BRD-K88626416-001-01-8	LSM-44893	LSM-42103
BRD-K88683417	BRD-K88683417-001-01-8	LSM-44894	LSM-42106
BRD-K89107430	BRD-K89107430-001-02-8	LSM-44895	LSM-42124
BRD-K89161054	BRD-K89161054-001-01-2	LSM-44896	LSM-42129
BRD-K89304832	BRD-K89304832-001-02-5	LSM-44897	LSM-42140
BRD-K89949395	BRD-K89949395-001-01-8	LSM-44898	LSM-42173
BRD-K90045406	BRD-K90045406-001-01-9	LSM-44899	LSM-42179
BRD-K90070572	BRD-K90070572-001-01-5	LSM-44900	LSM-42181
BRD-K90702747	BRD-K90702747-001-01-3	LSM-44901	LSM-42218
BRD-K90787403	BRD-K90787403-001-01-9	LSM-44902	LSM-42223
BRD-K91053205	BRD-K91053205-001-01-5	LSM-44903	LSM-42235
BRD-K91663486	BRD-K91663486-001-01-1	LSM-44904	LSM-42264
BRD-K91946056	BRD-K91946056-001-01-0	LSM-44905	LSM-42278
BRD-K92038420	BRD-K92038420-001-01-4	LSM-44906	LSM-42281
BRD-K92476250	BRD-K92476250-001-01-1	LSM-44907	LSM-42302
BRD-K92902323	BRD-K92902323-001-01-9	LSM-44908	LSM-42314
BRD-K92979098	BRD-K92979098-001-01-0	LSM-44909	LSM-42319
BRD-K94373167	BRD-K94373167-001-01-0	LSM-44910	LSM-42400
BRD-K95142134	BRD-K95142134-001-02-6	LSM-44911	LSM-42426
BRD-K95147502	BRD-K95147502-001-01-1	LSM-44912	LSM-42427
BRD-K95351169	BRD-K95351169-001-01-3	LSM-44913	LSM-42437
BRD-K95583033	BRD-K95583033-001-01-5	LSM-44914	LSM-42458
BRD-K95642310	BRD-K95642310-001-01-3	LSM-44915	LSM-42461
BRD-K95716640	BRD-K95716640-001-01-6	LSM-44916	LSM-42465
BRD-K95810330	BRD-K95810330-001-01-2	LSM-44917	LSM-42468
BRD-K95850342	BRD-K95850342-001-01-4	LSM-44918	LSM-42473
BRD-K96063588	BRD-K96063588-001-02-4	LSM-44919	LSM-42484
BRD-K96522482	BRD-K96522482-001-01-8	LSM-44920	LSM-42509
BRD-K97175782	BRD-K97175782-001-01-1	LSM-44921	LSM-42535
BRD-K97194822	BRD-K97194822-001-01-4	LSM-44922	LSM-42537
BRD-K97516320	BRD-K97516320-001-01-5	LSM-44923	LSM-42556
BRD-K98010525	BRD-K98010525-001-01-1	LSM-44924	LSM-42581
BRD-K98367403	BRD-K98367403-001-01-2	LSM-44925	LSM-42602
BRD-K98374785	BRD-K98374785-001-01-6	LSM-44926	LSM-42604
BRD-K98546418	BRD-K98546418-001-01-4	LSM-44927	LSM-42610
BRD-K99578584	BRD-K99578584-001-01-4	LSM-44928	LSM-42666
BRD-M06931697	BRD-M06931697-001-01-9	LSM-44929	LSM-42687
BRD-K38113518	BRD-K38113518-001-01-5	LSM-43287	LSM-6299
BRD-K61860715	BRD-K61860715-001-01-2	LSM-43288	LSM-6300
BRD-K07859598	BRD-K07859598-001-11-2	LSM-42779	LSM-1029
BRD-A79768653	BRD-A79768653-001-08-8	LSM-42783	LSM-1052
BRD-K94012289	BRD-K94012289-003-02-1	LSM-42786	LSM-1063
BRD-K02965346	BRD-K02965346-001-05-9	LSM-42792	LSM-1119
BRD-K95435023	BRD-K95435023-001-06-9	LSM-42793	LSM-1125
BRD-A58767537	BRD-A58767537-001-03-8	LSM-42794	LSM-1133
BRD-K08799216	BRD-K08799216-001-04-6	LSM-42796	LSM-1160
BRD-U24835547	BRD-U24835547-000-01-4	LSM-42798	LSM-1173
BRD-K02708799	BRD-K02708799-001-02-2	LSM-42799	LSM-1173
BRD-A25736793	BRD-A25736793-001-02-4	LSM-43054	LSM-4258
BRD-K17743125	BRD-K17743125-001-07-6	LSM-43181	LSM-5351
BRD-U41416256	BRD-U41416256-000-01-3	LSM-43209	LSM-5601
BRD-U51024685	BRD-U51024685-000-01-3	LSM-43248	LSM-6015
BRD-U64521890	BRD-U64521890-000-01-4	LSM-43287	LSM-6299
BRD-K94335714	BRD-K94335714-001-05-8	LSM-43291	LSM-6323
SOR	DToxS_Sorafenib	LSM-1008	LSM-1008
DAS	DToxS_Dasatinib	LSM-1020	LSM-1020
IMA	DToxS_Imatinib	LSM-1023	LSM-1023
CRI	DToxS_Crizotinib	LSM-1027	LSM-1027
LAP	DToxS_Lapatinib	LSM-1051	LSM-1051
PCCSE_OSI-027	PCCSE_OSI-027	LSM-42787	LSM-1063
VEM	DToxS_Vemurafenib	LSM-1068	LSM-1068
ERL	DToxS_Erlotinib	LSM-1097	LSM-1097
GEF	DToxS_Gefitinib	LSM-1098	LSM-1098
NIL	DToxS_Nilotinib	LSM-1099	LSM-1099
PCCSE_geldanamycin	PCCSE_geldanamycin	LSM-42789	LSM-1108
PAZ	DToxS_Pazopanib	LSM-1114	LSM-1114
RUX	DToxS_Ruxolitinib	LSM-1139	LSM-1139
TRA	DToxS_Trametinib	LSM-1143	LSM-1143
PON	DToxS_Ponatinib	LSM-1151	LSM-1151
SUN	DToxS_Sunitinib	LSM-42800	LSM-1176
BOS	DToxS_Bosutinib	LSM-1190	LSM-1190
CAB	DToxS_Cabozantinib	LSM-1195	LSM-1195
VAN	DToxS_Vandetanib	LSM-1199	LSM-1199
REG	DToxS_Regorafenib	LSM-1226	LSM-1226
TOF	DToxS_Tofacitinib	LSM-1227	LSM-1227
FLE	DToxS_Flecainide	LSM-1297	LSM-1297
DIC	DToxS_Diclofenac	LSM-2160	LSM-2160
CYC	DToxS_Cyclosporine	LSM-42883	LSM-2280
EST	DToxS_Estradiol	LSM-2421	LSM-2421
PRE	DToxS_Prednisolone	LSM-24954	LSM-24954
PCCSE_resveratrol	PCCSE_resveratrol	LSM-42917	LSM-2557
PAR	DToxS_Paroxetine	LSM-2843	LSM-2843
DOM	DToxS_Domperidone	LSM-2850	LSM-2850
LOP	DToxS_Loperamide	LSM-3365	LSM-3365
MIL	DToxS_Milrinone	LSM-3493	LSM-3493
CER	DToxS_Ceritinib	LSM-36374	LSM-36374
ALE	DToxS_Alendronate	LSM-36378	LSM-36378
MON	DToxS_Montelukast	LSM-44527	LSM-36379
DTP	DToxS_Diethylpropion	LSM-5038	LSM-5038
PCCSE_salermide	PCCSE_salermide	LSM-43152	LSM-5123
ENT	DToxS_Entecavir	LSM-5258	LSM-5258
PCCSE_belinostat	PCCSE_belinostat	LSM-43181	LSM-5351
AXI	DToxS_Axitinib	LSM-43191	LSM-5438
CYT	DToxS_Cytarabine	LSM-5470	LSM-5470
APR	DToxS_Aprepitant	LSM-5637	LSM-5637
MTX	DToxS_Methotrexate	LSM-5690	LSM-5690
CEF	DToxS_Cefuroxime	LSM-43220	LSM-5725
AFA	DToxS_Afatinib	LSM-43226	LSM-5742
OLM	DToxS_Olmesartan	LSM-5893	LSM-5893
AMI	DToxS_Amiodarone	LSM-5933	LSM-5933
DAB	DToxS_Dabrafenib	LSM-6303	LSM-6303
PCCSE_methylstat	PCCSE_methylstat	LSM-43292	LSM-6330
URS	DToxS_Ursodeoxycholic acid	LSM-6555	LSM-6555
BRD-K76908866	BRD-K76908866-001-06-8	LSM-42777	LSM-1010
BRD-K85606544	BRD-K85606544-001-08-3	LSM-42778	LSM-1018
BRD-K44100512	BRD-K44100512-001-02-8	LSM-42780	LSM-1031
BRD-K41895714	BRD-K41895714-001-05-5	LSM-42784	LSM-1054
BRD-K68756823	BRD-K68756823-001-06-3	LSM-42790	LSM-1110
BRD-K49075727	BRD-K49075727-001-07-7	LSM-42795	LSM-1152
BRD-K73368362	BRD-K73368362-001-06-7	LSM-42797	LSM-1164
BRD-U24835547	BRD-U24835547-000-01-4	LSM-42798	LSM-1173
BRD-K42828737	BRD-K42828737-044-08-2	LSM-42800	LSM-1176
BRD-K67578145	BRD-K67578145-001-08-9	LSM-42801	LSM-1182
BRD-K70511574	BRD-K70511574-001-05-1	LSM-42802	LSM-1192
BRD-K21718444	BRD-K21718444-001-05-0	LSM-42803	LSM-1193
BRD-K57169635	BRD-K57169635-001-03-7	LSM-42808	LSM-1223
BRD-K80738081	BRD-K80738081-001-39-3	LSM-42917	LSM-2557
BRD-K32536677	BRD-K32536677-001-06-9	LSM-43196	LSM-5463
BRD-U51024685	BRD-U51024685-000-01-3	LSM-43248	LSM-6015
BRD-K98762074	BRD-K98762074-001-02-0	LSM-43248	LSM-6015
BRD-K68548958	BRD-K68548958-001-03-8	LSM-43281	LSM-6264
BRD-U64521890	BRD-U64521890-000-01-4	LSM-43287	LSM-6299
BRD-K38113518	BRD-K38113518-001-04-9	LSM-43287	LSM-6299
BRD-K86797399	BRD-K86797399-001-03-6	LSM-43290	LSM-6322
BRD-K52560704	BRD-K52560704-001-04-6	LSM-43292	LSM-6330
BRD-K55187425	BRD-K55187425-001-02-7	LSM-44531	LSM-36398
BRD-K65182930	BRD-K65182930-001-02-4	LSM-44930	LSM-42748
BRD-K49327517	BRD-K49327517-001-02-7	LSM-43209	LSM-5601
BRD-U41416256	BRD-U41416256-000-01-3	LSM-43209	LSM-5601
PCCSE_KN-93	PCCSE_KN-93	LSM-42804	LSM-1217
PCCSE_tretinoin	PCCSE_tretinoin	LSM-42854	LSM-2135
PCCSE_trichostatin A	PCCSE_trichostatin A	LSM-43005	LSM-3524
PCCSE_tacrolimus	PCCSE_tacrolimus	LSM-43009	LSM-3557
PCCSE_curcumin	PCCSE_curcumin	LSM-43083	LSM-4521
PCCSE_sirolimus	PCCSE_sirolimus	LSM-42782	LSM-4886
PCCSE_Everolimus	PCCSE_Everolimus	LSM-43172	LSM-5313
PCCSE_C646 (CHEMBL1797936)	PCCSE_C646 (CHEMBL1797936)	LSM-43282	LSM-6264
PCCSE_methylstat	PCCSE_methylstat	LSM-43292	LSM-6330
PCCSE_bafilomycin A1	PCCSE_bafilomycin A1	LSM-44931	LSM-42754
PCCSE_Okadaic Acid	PCCSE_Okadaic Acid	LSM-44932	LSM-42759
PCCSE_RGFP966	PCCSE_RGFP966	LSM-44933	LSM-42760
PCCSE_Verteporfin	PCCSE_Verteporfin	LSM-44934	LSM-42764
HMSL10480	HMSL10480-101-1	LSM-43318	LSM-6548
HMSL10477	HMSL10477-101-1	LSM-44526	LSM-36372
HMSL10365	HMSL10365-101-1	LSM-44935	LSM-42774
