smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID	expunge
BRD-K54168243	BRD-K54168243-001-01-0	LSM-44649	LSM-37122	1
BRD-K55473186	BRD-K55473186-001-01-2	LSM-44650	LSM-37129	1
BRD-K58306044	BRD-K58306044-001-01-3	LSM-44651	LSM-37138	1
BRD-K61559475	BRD-K61559475-001-07-7	LSM-44652	LSM-37145	1
BRD-K65031973	BRD-K65031973-001-02-1	LSM-44653	LSM-37154	1
BRD-K71199328	BRD-K71199328-001-01-2	LSM-44654	LSM-37175	1
BRD-K77876724	BRD-K77876724-001-01-9	LSM-44655	LSM-37192	1
BRD-K83932973	BRD-K83932973-001-01-0	LSM-44656	LSM-37213	1
BRD-K84943004	BRD-K84943004-001-01-9	LSM-44657	LSM-37216	1
BRD-K85732814	BRD-K85732814-001-02-3	LSM-44658	LSM-37218	1
BRD-K87634564	BRD-K87634564-001-03-9	LSM-44659	LSM-37226	1
BRD-K97869369	BRD-K97869369-001-02-8	LSM-44660	LSM-37254	1
BRD-K99667445	BRD-K99667445-001-02-2	LSM-44661	LSM-37258	1
BRD-M15189060	BRD-M15189060-001-01-2	LSM-44662	LSM-37259	1
BRD-M16214895	BRD-M16214895-001-01-8	LSM-44663	LSM-37260	1
BRD-M25555076	BRD-M25555076-001-01-4	LSM-44664	LSM-37261	1
BRD-M68558198	BRD-M68558198-001-01-9	LSM-44665	LSM-37264	1
BRD-M91737268	BRD-M91737268-001-01-5	LSM-44666	LSM-37266	1
BRD-K00842536	BRD-K00842536-001-01-1	LSM-44667	LSM-37329	1
BRD-K01125214	BRD-K01125214-001-01-9	LSM-44668	LSM-37341	1
BRD-K01409647	BRD-K01409647-001-01-4	LSM-44669	LSM-37351	1
BRD-K01575212	BRD-K01575212-001-01-7	LSM-44670	LSM-37359	1
BRD-K01715539	BRD-K01715539-001-01-5	LSM-44671	LSM-37367	1
BRD-K02043218	BRD-K02043218-001-01-9	LSM-44672	LSM-37388	1
BRD-K02636305	BRD-K02636305-001-01-4	LSM-44673	LSM-37421	1
BRD-K03610256	BRD-K03610256-001-01-7	LSM-44674	LSM-37471	1
BRD-K03673270	BRD-K03673270-001-01-7	LSM-44675	LSM-37477	1
BRD-K04087697	BRD-K04087697-001-01-4	LSM-44676	LSM-37494	1
BRD-K05132143	BRD-K05132143-001-01-7	LSM-44677	LSM-37541	1
BRD-K05502425	BRD-K05502425-001-01-0	LSM-44678	LSM-37567	1
BRD-K05885800	BRD-K05885800-001-01-4	LSM-44679	LSM-37591	1
BRD-K06163572	BRD-K06163572-001-01-1	LSM-44680	LSM-37607	1
BRD-K06436793	BRD-K06436793-001-01-4	LSM-44681	LSM-37619	1
BRD-K07642375	BRD-K07642375-001-01-2	LSM-44682	LSM-37686	1
BRD-K07689498	BRD-K07689498-001-01-5	LSM-44683	LSM-37688	1
BRD-K08722369	BRD-K08722369-001-01-9	LSM-44684	LSM-37741	1
BRD-K09324015	BRD-K09324015-001-01-1	LSM-44685	LSM-37763	1
BRD-K09977695	BRD-K09977695-001-01-3	LSM-44686	LSM-37790	1
BRD-K10471793	BRD-K10471793-001-01-5	LSM-44687	LSM-37812	1
BRD-K10593696	BRD-K10593696-001-01-4	LSM-44688	LSM-37818	1
BRD-K10799838	BRD-K10799838-001-01-6	LSM-44689	LSM-37829	1
BRD-K45252909	BRD-K45252909-001-01-9	LSM-44690	LSM-37875	1
BRD-K11840410	BRD-K11840410-001-01-3	LSM-44690	LSM-37875	1
BRD-K12878711	BRD-K12878711-001-01-8	LSM-44691	LSM-37932	1
BRD-K13226037	BRD-K13226037-001-01-6	LSM-44692	LSM-37954	1
BRD-K13868095	BRD-K13868095-001-01-4	LSM-44693	LSM-37980	1
BRD-K14196440	BRD-K14196440-001-01-1	LSM-44694	LSM-37997	1
BRD-K14352739	BRD-K14352739-001-01-0	LSM-44695	LSM-38010	1
BRD-K59000771	BRD-K59000771-001-01-0	LSM-44696	LSM-38029	1
BRD-K14611588	BRD-K14611588-001-01-1	LSM-44696	LSM-38029	1
BRD-K14721343	BRD-K14721343-001-01-4	LSM-44697	LSM-38035	1
BRD-K14842933	BRD-K14842933-001-01-4	LSM-44698	LSM-38043	1
BRD-K15181238	BRD-K15181238-001-01-8	LSM-44699	LSM-38059	1
BRD-K15262863	BRD-K15262863-001-01-8	LSM-44700	LSM-38068	1
BRD-K15384215	BRD-K15384215-001-01-5	LSM-44701	LSM-38074	1
BRD-K15768839	BRD-K15768839-001-01-5	LSM-44702	LSM-38092	1
BRD-K16195716	BRD-K16195716-001-01-8	LSM-44703	LSM-38122	1
BRD-K17003857	BRD-K17003857-001-01-2	LSM-44704	LSM-38168	1
BRD-K17070436	BRD-K17070436-001-01-1	LSM-44705	LSM-38169	1
BRD-K17347940	BRD-K17347940-001-01-2	LSM-44706	LSM-38185	1
BRD-K17530818	BRD-K17530818-001-01-2	LSM-44707	LSM-38198	1
BRD-K17579844	BRD-K17579844-001-01-7	LSM-44708	LSM-38199	1
BRD-K17854785	BRD-K17854785-001-01-5	LSM-44709	LSM-38216	1
BRD-K18772134	BRD-K18772134-001-01-6	LSM-44710	LSM-38274	1
BRD-K19014823	BRD-K19014823-001-01-8	LSM-44711	LSM-38290	1
BRD-K19033174	BRD-K19033174-001-01-3	LSM-44712	LSM-38292	1
BRD-K20449903	BRD-K20449903-001-01-6	LSM-44713	LSM-38370	1
BRD-K20658410	BRD-K20658410-001-01-8	LSM-44714	LSM-38388	1
BRD-K20962057	BRD-K20962057-001-01-2	LSM-44715	LSM-38403	1
BRD-K21113341	BRD-K21113341-001-01-7	LSM-44716	LSM-38411	1
BRD-K24112840	BRD-K24112840-001-01-2	LSM-44717	LSM-38586	1
BRD-K24193032	BRD-K24193032-001-01-0	LSM-44718	LSM-38591	1
BRD-K24351638	BRD-K24351638-001-01-2	LSM-44719	LSM-38601	1
BRD-K26130452	BRD-K26130452-001-01-1	LSM-44720	LSM-38701	1
BRD-K26150272	BRD-K26150272-001-01-7	LSM-44721	LSM-38702	1
BRD-K26886657	BRD-K26886657-001-01-1	LSM-44722	LSM-38731	1
BRD-K27493325	BRD-K27493325-001-01-7	LSM-44723	LSM-38772	1
BRD-K27837783	BRD-K27837783-001-02-8	LSM-44724	LSM-38786	1
BRD-K27961885	BRD-K27961885-001-01-5	LSM-44725	LSM-38792	1
BRD-K28013436	BRD-K28013436-001-01-8	LSM-44726	LSM-38795	1
BRD-K28066515	BRD-K28066515-001-01-0	LSM-44727	LSM-38797	1
BRD-K28431799	BRD-K28431799-001-01-3	LSM-44728	LSM-38819	1
BRD-K29426933	BRD-K29426933-001-01-9	LSM-44729	LSM-38872	1
BRD-K30315899	BRD-K30315899-001-01-3	LSM-44730	LSM-38928	1
BRD-K30342454	BRD-K30342454-001-01-4	LSM-44731	LSM-38929	1
BRD-K30373477	BRD-K30373477-001-01-2	LSM-44732	LSM-38931	1
BRD-K30415102	BRD-K30415102-001-01-4	LSM-44733	LSM-38933	1
BRD-K31558029	BRD-K31558029-001-01-0	LSM-44734	LSM-38988	1
BRD-K32297746	BRD-K32297746-001-01-6	LSM-44735	LSM-39047	1
BRD-K33284065	BRD-K33284065-001-01-6	LSM-44736	LSM-39095	1
BRD-K33452357	BRD-K33452357-001-01-6	LSM-44737	LSM-39104	1
BRD-K33483445	BRD-K33483445-001-01-5	LSM-44738	LSM-39107	1
BRD-K33842318	BRD-K33842318-001-01-6	LSM-44739	LSM-39120	1
BRD-K33967077	BRD-K33967077-001-01-2	LSM-44740	LSM-39126	1
BRD-K34086616	BRD-K34086616-001-01-8	LSM-44741	LSM-39131	1
BRD-K34104948	BRD-K34104948-001-01-8	LSM-44742	LSM-39133	1
BRD-K34136030	BRD-K34136030-001-01-9	LSM-44743	LSM-39135	1
BRD-K34314104	BRD-K34314104-001-01-3	LSM-44744	LSM-39145	1
BRD-K34545919	BRD-K34545919-001-01-7	LSM-44745	LSM-39159	1
BRD-K34836852	BRD-K34836852-001-01-9	LSM-44746	LSM-39177	1
BRD-K34913101	BRD-K34913101-001-01-5	LSM-44747	LSM-39182	1
BRD-K35304243	BRD-K35304243-001-01-5	LSM-44748	LSM-39204	1
BRD-K35462725	BRD-K35462725-001-01-8	LSM-44749	LSM-39215	1
BRD-K36128472	BRD-K36128472-001-01-9	LSM-44750	LSM-39248	1
BRD-K37290968	BRD-K37290968-001-01-7	LSM-44751	LSM-39327	1
BRD-K37991590	BRD-K37991590-001-01-6	LSM-44752	LSM-39358	1
BRD-K38172414	BRD-K38172414-001-01-6	LSM-44753	LSM-39365	1
BRD-K38274933	BRD-K38274933-001-01-2	LSM-44754	LSM-39372	1
BRD-K38369496	BRD-K38369496-001-01-9	LSM-44755	LSM-39376	1
BRD-K38465286	BRD-K38465286-001-01-9	LSM-44756	LSM-39386	1
BRD-K39151515	BRD-K39151515-001-02-5	LSM-44757	LSM-39431	1
BRD-K40627098	BRD-K40627098-001-01-8	LSM-44758	LSM-39511	1
BRD-K40655550	BRD-K40655550-001-01-0	LSM-44759	LSM-39513	1
BRD-K40910787	BRD-K40910787-001-01-4	LSM-44760	LSM-39526	1
BRD-K40973428	BRD-K40973428-001-01-7	LSM-44761	LSM-39534	1
BRD-K41335306	BRD-K41335306-001-01-5	LSM-44762	LSM-39555	1
BRD-K41444660	BRD-K41444660-001-01-5	LSM-44763	LSM-39565	1
BRD-K41958183	BRD-K41958183-001-01-2	LSM-44764	LSM-39590	1
BRD-K42136113	BRD-K42136113-001-01-9	LSM-44765	LSM-39598	1
BRD-K42919101	BRD-K42919101-001-01-2	LSM-44766	LSM-39628	1
BRD-K43022624	BRD-K43022624-001-01-2	LSM-44767	LSM-39633	1
BRD-K43122204	BRD-K43122204-001-01-8	LSM-44768	LSM-39641	1
BRD-K43683841	BRD-K43683841-001-01-8	LSM-44769	LSM-39678	1
BRD-K43966520	BRD-K43966520-001-01-5	LSM-44770	LSM-39695	1
BRD-K44161636	BRD-K44161636-001-01-3	LSM-44771	LSM-39703	1
BRD-K44218044	BRD-K44218044-001-01-7	LSM-44772	LSM-39706	1
BRD-K45200389	BRD-K45200389-001-01-7	LSM-44773	LSM-39773	1
BRD-K45627302	BRD-K45627302-001-01-5	LSM-44774	LSM-39795	1
BRD-K46815185	BRD-K46815185-001-01-7	LSM-44775	LSM-39875	1
BRD-K46932228	BRD-K46932228-001-01-9	LSM-44776	LSM-39881	1
BRD-K47033137	BRD-K47033137-001-01-5	LSM-44777	LSM-39887	1
BRD-K47992037	BRD-K47992037-001-01-3	LSM-44778	LSM-39933	1
BRD-K48001367	BRD-K48001367-001-01-2	LSM-44779	LSM-39934	1
BRD-K48427969	BRD-K48427969-001-01-1	LSM-44780	LSM-39956	1
BRD-K48744855	BRD-K48744855-001-01-6	LSM-44781	LSM-39981	1
BRD-K49477330	BRD-K49477330-001-01-7	LSM-44782	LSM-40016	1
BRD-K50795058	BRD-K50795058-001-01-8	LSM-44783	LSM-40075	1
BRD-K50827439	BRD-K50827439-001-01-9	LSM-44784	LSM-40078	1
BRD-K51394868	BRD-K51394868-001-01-9	LSM-44785	LSM-40107	1
BRD-K51871563	BRD-K51871563-001-01-4	LSM-44786	LSM-40132	1
BRD-K52215487	BRD-K52215487-001-01-6	LSM-44787	LSM-40156	1
BRD-K52413350	BRD-K52413350-001-02-9	LSM-44788	LSM-40161	1
BRD-K52515416	BRD-K52515416-001-01-5	LSM-44789	LSM-40166	1
BRD-K53111504	BRD-K53111504-001-01-5	LSM-44790	LSM-40190	1
BRD-K53682606	BRD-K53682606-001-01-2	LSM-44791	LSM-40222	1
BRD-K54673054	BRD-K54673054-001-01-7	LSM-44792	LSM-40264	1
BRD-K55055560	BRD-K55055560-001-01-3	LSM-44793	LSM-40283	1
BRD-K55191691	BRD-K55191691-001-01-8	LSM-44794	LSM-40294	1
BRD-K55767450	BRD-K55767450-001-01-6	LSM-44795	LSM-40335	1
BRD-K55878534	BRD-K55878534-001-01-1	LSM-44796	LSM-40342	1
BRD-K56040287	BRD-K56040287-001-01-6	LSM-44797	LSM-40347	1
BRD-K56104093	BRD-K56104093-001-01-4	LSM-44798	LSM-40352	1
BRD-K56215828	BRD-K56215828-001-01-0	LSM-44799	LSM-40356	1
BRD-K57556784	BRD-K57556784-001-01-8	LSM-44800	LSM-40426	1
BRD-K58290803	BRD-K58290803-001-01-0	LSM-44801	LSM-40458	1
BRD-K58407898	BRD-K58407898-001-01-6	LSM-44802	LSM-40463	1
BRD-K58606467	BRD-K58606467-001-01-4	LSM-44803	LSM-40474	1
BRD-K58873027	BRD-K58873027-001-01-3	LSM-44804	LSM-40489	1
BRD-K59261663	BRD-K59261663-001-01-9	LSM-44805	LSM-40513	1
BRD-K59475795	BRD-K59475795-001-01-6	LSM-44806	LSM-40523	1
BRD-K59606716	BRD-K59606716-001-01-2	LSM-44807	LSM-40530	1
BRD-K60056473	BRD-K60056473-001-01-0	LSM-44808	LSM-40554	1
BRD-K60238549	BRD-K60238549-001-01-4	LSM-44809	LSM-40566	1
BRD-K60257691	BRD-K60257691-001-01-0	LSM-44810	LSM-40568	1
BRD-K60595964	BRD-K60595964-001-01-3	LSM-44811	LSM-40583	1
BRD-K62794454	BRD-K62794454-001-01-7	LSM-44812	LSM-40708	1
BRD-K63158888	BRD-K63158888-001-01-0	LSM-44813	LSM-40723	1
BRD-K63211577	BRD-K63211577-001-01-3	LSM-44814	LSM-40724	1
BRD-K75342738	BRD-K75342738-001-01-8	LSM-44815	LSM-40732	1
BRD-K63325940	BRD-K63325940-001-01-1	LSM-44815	LSM-40732	1
BRD-K63423329	BRD-K63423329-001-01-5	LSM-44816	LSM-40740	1
BRD-K63446165	BRD-K63446165-001-01-3	LSM-44817	LSM-40743	1
BRD-K64062072	BRD-K64062072-001-01-9	LSM-44818	LSM-40767	1
BRD-K64122011	BRD-K64122011-001-01-5	LSM-44819	LSM-40770	1
BRD-K64398524	BRD-K64398524-001-01-1	LSM-44820	LSM-40782	1
BRD-K64601990	BRD-K64601990-001-01-3	LSM-44821	LSM-40796	1
BRD-K64892842	BRD-K64892842-001-01-8	LSM-44822	LSM-40813	1
BRD-K65134227	BRD-K65134227-001-01-9	LSM-44823	LSM-40827	1
BRD-K65617817	BRD-K65617817-001-01-9	LSM-44824	LSM-40855	1
BRD-K65655554	BRD-K65655554-001-01-6	LSM-44825	LSM-40858	1
BRD-K65898110	BRD-K65898110-001-01-9	LSM-44826	LSM-40870	1
BRD-K66061243	BRD-K66061243-001-01-3	LSM-44827	LSM-40879	1
BRD-K66177994	BRD-K66177994-001-01-8	LSM-44828	LSM-40882	1
BRD-K66271478	BRD-K66271478-001-01-4	LSM-44829	LSM-40888	1
BRD-K66857089	BRD-K66857089-001-01-1	LSM-44830	LSM-40920	1
BRD-K66947316	BRD-K66947316-001-01-5	LSM-44831	LSM-40925	1
BRD-K67622458	BRD-K67622458-001-01-1	LSM-44832	LSM-40958	1
BRD-K67985577	BRD-K67985577-001-01-8	LSM-44833	LSM-40973	1
BRD-K68730107	BRD-K68730107-001-02-4	LSM-44834	LSM-41007	1
BRD-K68906258	BRD-K68906258-001-01-9	LSM-44835	LSM-41014	1
BRD-K68948289	BRD-K68948289-001-01-4	LSM-44836	LSM-41021	1
BRD-K69075782	BRD-K69075782-001-01-7	LSM-44837	LSM-41029	1
BRD-K69291665	BRD-K69291665-001-01-2	LSM-44838	LSM-41042	1
BRD-K70276339	BRD-K70276339-001-01-6	LSM-44839	LSM-41094	1
BRD-K70648728	BRD-K70648728-001-01-5	LSM-44840	LSM-41114	1
BRD-K71214345	BRD-K71214345-001-01-8	LSM-44841	LSM-41149	1
BRD-K71499021	BRD-K71499021-001-01-6	LSM-44842	LSM-41161	1
BRD-K71994465	BRD-K71994465-001-01-9	LSM-44843	LSM-41181	1
BRD-K72567746	BRD-K72567746-001-01-3	LSM-44844	LSM-41206	1
BRD-K72827150	BRD-K72827150-001-01-0	LSM-44845	LSM-41223	1
BRD-K73365449	BRD-K73365449-001-01-1	LSM-44846	LSM-41253	1
BRD-K73543260	BRD-K73543260-001-01-9	LSM-44847	LSM-41267	1
BRD-K73788182	BRD-K73788182-001-01-5	LSM-44848	LSM-41279	1
BRD-K74042299	BRD-K74042299-001-01-6	LSM-44849	LSM-41295	1
BRD-K74415279	BRD-K74415279-001-01-8	LSM-44850	LSM-41321	1
BRD-K74461819	BRD-K74461819-001-01-9	LSM-44851	LSM-41324	1
BRD-K74495399	BRD-K74495399-001-01-5	LSM-44852	LSM-41329	1
BRD-K75143842	BRD-K75143842-001-01-3	LSM-44853	LSM-41367	1
BRD-K75265760	BRD-K75265760-001-01-2	LSM-44854	LSM-41373	1
BRD-K75514176	BRD-K75514176-001-01-1	LSM-44855	LSM-41382	1
BRD-K75688794	BRD-K75688794-001-01-5	LSM-44856	LSM-41391	1
BRD-K75889393	BRD-K75889393-001-01-4	LSM-44857	LSM-41406	1
BRD-K76150628	BRD-K76150628-001-01-7	LSM-44858	LSM-41427	1
BRD-K76423693	BRD-K76423693-001-01-8	LSM-44859	LSM-41448	1
BRD-K76477096	BRD-K76477096-001-01-7	LSM-44860	LSM-41450	1
BRD-K76950673	BRD-K76950673-001-01-4	LSM-44861	LSM-41475	1
BRD-K77320816	BRD-K77320816-001-01-7	LSM-44862	LSM-41490	1
BRD-K78777980	BRD-K78777980-001-01-7	LSM-44863	LSM-41569	1
BRD-K79746073	BRD-K79746073-001-01-9	LSM-44864	LSM-41621	1
BRD-K80108679	BRD-K80108679-001-01-7	LSM-44865	LSM-41644	1
BRD-K81261525	BRD-K81261525-001-02-7	LSM-44866	LSM-41709	1
BRD-K81284476	BRD-K81284476-001-01-0	LSM-44867	LSM-41710	1
BRD-K81312543	BRD-K81312543-001-01-8	LSM-44868	LSM-41711	1
BRD-K95689954	BRD-K95689954-001-01-5	LSM-44869	LSM-41736	1
BRD-K81793693	BRD-K81793693-001-01-7	LSM-44869	LSM-41736	1
BRD-K82263627	BRD-K82263627-001-01-1	LSM-44870	LSM-41763	1
BRD-K82425094	BRD-K82425094-001-01-0	LSM-44871	LSM-41776	1
BRD-K82469533	BRD-K82469533-001-01-7	LSM-44872	LSM-41779	1
BRD-K82735282	BRD-K82735282-001-01-4	LSM-44873	LSM-41791	1
BRD-K83045795	BRD-K83045795-001-01-7	LSM-44874	LSM-41809	1
BRD-K83216866	BRD-K83216866-001-01-8	LSM-44875	LSM-41813	1
BRD-K83705009	BRD-K83705009-001-01-8	LSM-44876	LSM-41841	1
BRD-K83727172	BRD-K83727172-001-01-3	LSM-44877	LSM-41846	1
BRD-K83754856	BRD-K83754856-001-01-0	LSM-44878	LSM-41848	1
BRD-K84121706	BRD-K84121706-001-01-3	LSM-44879	LSM-41867	1
BRD-K84447616	BRD-K84447616-001-01-1	LSM-44880	LSM-41881	1
BRD-K84521734	BRD-K84521734-001-01-0	LSM-44881	LSM-41885	1
BRD-K84568319	BRD-K84568319-001-01-4	LSM-44882	LSM-41888	1
BRD-K85297392	BRD-K85297392-001-01-9	LSM-44883	LSM-41924	1
BRD-K85410924	BRD-K85410924-001-01-5	LSM-44884	LSM-41930	1
BRD-K85515417	BRD-K85515417-001-01-5	LSM-44885	LSM-41934	1
BRD-K85667327	BRD-K85667327-001-01-3	LSM-44886	LSM-41942	1
BRD-K85804197	BRD-K85804197-001-01-9	LSM-44887	LSM-41951	1
BRD-K85815049	BRD-K85815049-001-01-5	LSM-44888	LSM-41952	1
BRD-K86831676	BRD-K86831676-001-01-1	LSM-44889	LSM-42005	1
BRD-K86992593	BRD-K86992593-001-01-1	LSM-44890	LSM-42016	1
BRD-K87125912	BRD-K87125912-001-01-1	LSM-44891	LSM-42024	1
BRD-K88231082	BRD-K88231082-001-01-0	LSM-44892	LSM-42081	1
BRD-K88626416	BRD-K88626416-001-01-8	LSM-44893	LSM-42103	1
BRD-K88683417	BRD-K88683417-001-01-8	LSM-44894	LSM-42106	1
BRD-K89107430	BRD-K89107430-001-02-8	LSM-44895	LSM-42124	1
BRD-K89161054	BRD-K89161054-001-01-2	LSM-44896	LSM-42129	1
BRD-K89304832	BRD-K89304832-001-02-5	LSM-44897	LSM-42140	1
BRD-K89949395	BRD-K89949395-001-01-8	LSM-44898	LSM-42173	1
BRD-K90045406	BRD-K90045406-001-01-9	LSM-44899	LSM-42179	1
BRD-K90070572	BRD-K90070572-001-01-5	LSM-44900	LSM-42181	1
BRD-K90702747	BRD-K90702747-001-01-3	LSM-44901	LSM-42218	1
BRD-K90787403	BRD-K90787403-001-01-9	LSM-44902	LSM-42223	1
BRD-K91053205	BRD-K91053205-001-01-5	LSM-44903	LSM-42235	1
BRD-K91663486	BRD-K91663486-001-01-1	LSM-44904	LSM-42264	1
BRD-K91946056	BRD-K91946056-001-01-0	LSM-44905	LSM-42278	1
BRD-K92038420	BRD-K92038420-001-01-4	LSM-44906	LSM-42281	1
BRD-K92476250	BRD-K92476250-001-01-1	LSM-44907	LSM-42302	1
BRD-K92902323	BRD-K92902323-001-01-9	LSM-44908	LSM-42314	1
BRD-K92979098	BRD-K92979098-001-01-0	LSM-44909	LSM-42319	1
BRD-K94373167	BRD-K94373167-001-01-0	LSM-44910	LSM-42400	1
BRD-K95142134	BRD-K95142134-001-02-6	LSM-44911	LSM-42426	1
BRD-K95147502	BRD-K95147502-001-01-1	LSM-44912	LSM-42427	1
BRD-K95351169	BRD-K95351169-001-01-3	LSM-44913	LSM-42437	1
BRD-K95583033	BRD-K95583033-001-01-5	LSM-44914	LSM-42458	1
BRD-K95642310	BRD-K95642310-001-01-3	LSM-44915	LSM-42461	1
BRD-K95716640	BRD-K95716640-001-01-6	LSM-44916	LSM-42465	1
BRD-K95810330	BRD-K95810330-001-01-2	LSM-44917	LSM-42468	1
BRD-K95850342	BRD-K95850342-001-01-4	LSM-44918	LSM-42473	1
BRD-K96063588	BRD-K96063588-001-02-4	LSM-44919	LSM-42484	1
BRD-K96522482	BRD-K96522482-001-01-8	LSM-44920	LSM-42509	1
BRD-K97175782	BRD-K97175782-001-01-1	LSM-44921	LSM-42535	1
BRD-K97194822	BRD-K97194822-001-01-4	LSM-44922	LSM-42537	1
BRD-K97516320	BRD-K97516320-001-01-5	LSM-44923	LSM-42556	1
BRD-K98010525	BRD-K98010525-001-01-1	LSM-44924	LSM-42581	1
BRD-K98367403	BRD-K98367403-001-01-2	LSM-44925	LSM-42602	1
BRD-K98374785	BRD-K98374785-001-01-6	LSM-44926	LSM-42604	1
BRD-K98546418	BRD-K98546418-001-01-4	LSM-44927	LSM-42610	1
BRD-K99578584	BRD-K99578584-001-01-4	LSM-44928	LSM-42666	1
BRD-M06931697	BRD-M06931697-001-01-9	LSM-44929	LSM-42687	1
BRD-K38113518	BRD-K38113518-001-01-5	LSM-43287	LSM-6299	1
BRD-K61860715	BRD-K61860715-001-01-2	LSM-43288	LSM-6300	1
BRD-K07859598	BRD-K07859598-001-11-2	LSM-42779	LSM-1029	0
BRD-A79768653	BRD-A79768653-001-08-8	LSM-42783	LSM-1052	0
BRD-K94012289	BRD-K94012289-003-02-1	LSM-42786	LSM-1063	0
BRD-K02965346	BRD-K02965346-001-05-9	LSM-42792	LSM-1119	1
BRD-K95435023	BRD-K95435023-001-06-9	LSM-42793	LSM-1125	1
BRD-A58767537	BRD-A58767537-001-03-8	LSM-42794	LSM-1133	1
BRD-K08799216	BRD-K08799216-001-04-6	LSM-42796	LSM-1160	0
BRD-U24835547	BRD-U24835547-000-01-4	LSM-42798	LSM-1173	0
BRD-K02708799	BRD-K02708799-001-02-2	LSM-42799	LSM-1173	0
BRD-A25736793	BRD-A25736793-001-02-4	LSM-43054	LSM-4258	0
BRD-K17743125	BRD-K17743125-001-07-6	LSM-43181	LSM-5351	1
BRD-U41416256	BRD-U41416256-000-01-3	LSM-43209	LSM-5601	1
BRD-U51024685	BRD-U51024685-000-01-3	LSM-43248	LSM-6015	1
BRD-U64521890	BRD-U64521890-000-01-4	LSM-43287	LSM-6299	1
BRD-K94335714	BRD-K94335714-001-05-8	LSM-43291	LSM-6323	1
SOR	DToxS_Sorafenib	LSM-1008	LSM-1008	0
DAS	DToxS_Dasatinib	LSM-1020	LSM-1020	0
IMA	DToxS_Imatinib	LSM-1023	LSM-1023	0
CRI	DToxS_Crizotinib	LSM-1027	LSM-1027	0
LAP	DToxS_Lapatinib	LSM-1051	LSM-1051	0
PCCSE_OSI-027	PCCSE_OSI-027	LSM-42787	LSM-1063	0
VEM	DToxS_Vemurafenib	LSM-1068	LSM-1068	0
ERL	DToxS_Erlotinib	LSM-1097	LSM-1097	0
GEF	DToxS_Gefitinib	LSM-1098	LSM-1098	0
NIL	DToxS_Nilotinib	LSM-1099	LSM-1099	0
PCCSE_geldanamycin	PCCSE_geldanamycin	LSM-42789	LSM-1108	1
PAZ	DToxS_Pazopanib	LSM-1114	LSM-1114	0
RUX	DToxS_Ruxolitinib	LSM-1139	LSM-1139	0
TRA	DToxS_Trametinib	LSM-1143	LSM-1143	0
PON	DToxS_Ponatinib	LSM-1151	LSM-1151	0
SUN	DToxS_Sunitinib	LSM-42800	LSM-1176	1
BOS	DToxS_Bosutinib	LSM-1190	LSM-1190	0
CAB	DToxS_Cabozantinib	LSM-1195	LSM-1195	0
VAN	DToxS_Vandetanib	LSM-1199	LSM-1199	0
REG	DToxS_Regorafenib	LSM-1226	LSM-1226	0
TOF	DToxS_Tofacitinib	LSM-1227	LSM-1227	0
FLE	DToxS_Flecainide	LSM-1297	LSM-1297	0
DIC	DToxS_Diclofenac	LSM-2160	LSM-2160	0
CYC	DToxS_Cyclosporine	LSM-42883	LSM-2280	0
EST	DToxS_Estradiol	LSM-2421	LSM-2421	0
PRE	DToxS_Prednisolone	LSM-24954	LSM-24954	0
PCCSE_resveratrol	PCCSE_resveratrol	LSM-42917	LSM-2557	0
PAR	DToxS_Paroxetine	LSM-2843	LSM-2843	0
DOM	DToxS_Domperidone	LSM-2850	LSM-2850	0
LOP	DToxS_Loperamide	LSM-3365	LSM-3365	0
MIL	DToxS_Milrinone	LSM-3493	LSM-3493	0
CER	DToxS_Ceritinib	LSM-36374	LSM-36374	0
ALE	DToxS_Alendronate	LSM-36378	LSM-36378	0
MON	DToxS_Montelukast	LSM-44527	LSM-36379	1
DTP	DToxS_Diethylpropion	LSM-5038	LSM-5038	0
PCCSE_salermide	PCCSE_salermide	LSM-43152	LSM-5123	0
ENT	DToxS_Entecavir	LSM-5258	LSM-5258	0
PCCSE_belinostat	PCCSE_belinostat	LSM-43181	LSM-5351	1
AXI	DToxS_Axitinib	LSM-43191	LSM-5438	1
CYT	DToxS_Cytarabine	LSM-5470	LSM-5470	0
APR	DToxS_Aprepitant	LSM-5637	LSM-5637	0
MTX	DToxS_Methotrexate	LSM-5690	LSM-5690	0
CEF	DToxS_Cefuroxime	LSM-43220	LSM-5725	1
AFA	DToxS_Afatinib	LSM-43226	LSM-5742	1
OLM	DToxS_Olmesartan	LSM-5893	LSM-5893	0
AMI	DToxS_Amiodarone	LSM-5933	LSM-5933	0
DAB	DToxS_Dabrafenib	LSM-6303	LSM-6303	0
PCCSE_methylstat	PCCSE_methylstat	LSM-43292	LSM-6330	1
URS	DToxS_Ursodeoxycholic acid	LSM-6555	LSM-6555	0
BRD-K76908866	BRD-K76908866-001-06-8	LSM-42777	LSM-1010	1
BRD-K85606544	BRD-K85606544-001-08-3	LSM-42778	LSM-1018	1
BRD-K44100512	BRD-K44100512-001-02-8	LSM-42780	LSM-1031	1
BRD-K41895714	BRD-K41895714-001-05-5	LSM-42784	LSM-1054	1
BRD-K68756823	BRD-K68756823-001-06-3	LSM-42790	LSM-1110	1
BRD-K49075727	BRD-K49075727-001-07-7	LSM-42795	LSM-1152	0
