SM_LINCS_ID	SM_PubChemCID	SM_PubChem_SID
LSM-3514	448014	85787202
LSM-3520	163844	177748564
LSM-3523	173615	85787572
LSM-3525	5602	85788111
LSM-3528	5278	85789490
LSM-3529	4306	85788095
LSM-3530	115210	85788682
LSM-3538	9051	85788500
LSM-3544	11003969	85787233
LSM-3545	49926	85788744
LSM-3546	94701	85788001
LSM-3554	6610313	85788967
LSM-3560	9819927	177748597
LSM-3563	11494970	85789100
LSM-3566	9872740	85788184
LSM-3570	6855	177748786
LSM-3573	17012	85788350
LSM-3583	9549171	85787906
LSM-3584	6918508	85787657
LSM-3588	441594	85788040
LSM-3590	54362	85788072
LSM-3598	25124826	85789104
LSM-3600	2790	85787566
LSM-3602	3038	85787355
LSM-3604	11595431	85788718
LSM-3608	311434	177748567
LSM-3612	2608	85788532
LSM-3616	6603931	85789113
LSM-3618	8616	85788929
LSM-3622	3545	85788995
LSM-3624	24140566	177748378
LSM-3625	3404	85788628
LSM-3625	3404	85788587
LSM-3625	3404	177749497
LSM-3627	5327723	85788705
LSM-3628	2058	85788103
LSM-3630	71350	85787642
LSM-3634	9872438	177748568
LSM-3637	46916204	177749121
LSM-3643	3082718	85788113
LSM-3647	6857	85788075
LSM-3648	11292680	85788212
LSM-3649	5284329	177748382
LSM-3657	65999	85789678
LSM-3659	220184	85787986
LSM-3661	73342	85788086
LSM-3661	73342	177749226
LSM-3663	3752	85788203
LSM-3665	6604749	85787305
LSM-3667	5081913	85789105
LSM-3669	9604992	85789053
LSM-3675	3969	85787694
LSM-3677	68844	85788886
LSM-3686	6604928	85787639
LSM-3698	2049	85789463
LSM-3700	7504	85787399
LSM-3703	124735	85787695
LSM-3704	4372	85787699
LSM-3711	11201035	85788220
LSM-3712	5273569	85789328
LSM-3716	285033	85788654
LSM-3721	3894573	85788627
LSM-3723	6697	85789324
LSM-3731	4712	85788530
LSM-3732	6421522	85789097
LSM-3736	31307	85787891
LSM-3738	126769	85789024
LSM-3753	4298	85787187
LSM-3754	9957280	85789078
LSM-3759	44197159	177749102
LSM-3761	2184	85788729
LSM-3763	6710752	85788511
LSM-3770	5311257	85788701
LSM-3773	6708801	85788926
LSM-3775	127898	85788617
LSM-3780	4935	85787393
LSM-3781	3742	85787541
LSM-3783	9419	85787309
LSM-3789	13782419	85788209
LSM-3792	16363	85788860
LSM-3796	16759175	85789085
LSM-3797	5212	177748668
LSM-3800	5329480	85789075
LSM-3805	108092	85789002
LSM-3806	3208	85787439
LSM-3807	6231	85787518
LSM-3809	91610	85787540
LSM-3811	3086618	85788210
LSM-3812	3248571	85788680
LSM-3814	6604794	85788126
LSM-3815	127382	177748541
LSM-3819	198107	85788023
LSM-3822	176408	85788185
LSM-3826	1048845	85787670
LSM-3828	5311	104170365
LSM-3832	443943	85787965
LSM-3833	129989	85788187
LSM-3835	102175	85788565
LSM-3837	5870	85789366
LSM-3838	54676535	85787089
LSM-3839	124007	85787582
LSM-3850	57364	85789072
LSM-3851	10666	85788492
LSM-3854	3106	85788033
LSM-3856	5060	177748375
LSM-3861	5081	177748542
LSM-3862	4369491	85789111
LSM-3863	65981	85788088
LSM-3864	114674	85787702
LSM-3867	9934458	85787647
LSM-3869	4284525	85787577
LSM-3870	10000456	177748546
LSM-3875	4687238	85788988
LSM-3876	107967	85788703
LSM-3880	1356208	85787638
LSM-3885	7028	85788938
LSM-3890	12668019	85787465
LSM-3891	6185	85788385
LSM-3894	108042	85789112
LSM-3895	46925888	177749117
LSM-3896	46907722	177749094
LSM-3901	127861	85788148
LSM-3903	145659	177749156
LSM-3905	9888030	85788225
LSM-3910	123662	85788334
LSM-3911	3899541	85789082
LSM-3913	656717	85787720
LSM-3919	5174	85787206
LSM-3923	441383	85787513
LSM-3930	512292	85787248
LSM-3932	9908992	85789011
LSM-3937	44483355	85789493
LSM-3939	54746	85788035
LSM-3941	42760	177748587
LSM-3943	3693566	85788130
LSM-3944	3442	85787478
LSM-3945	108107	85787961
LSM-3947	312145	85787298
LSM-3952	9953769	85788710
LSM-3955	9926999	85789090
LSM-3959	4849	85788564
LSM-3960	5281426	85789383
LSM-3962	5360515	85787880
LSM-3966	128919	85788201
LSM-3974	9956637	85788715
LSM-3976	3248	85787558
LSM-3977	9892554	85788165
LSM-3980	3902	85787542
LSM-3984	11957615	85788551
LSM-3987	19003	85788579
LSM-3994	171548	85788559
LSM-3998	135179	85787161
LSM-3999	9887884	85787651
LSM-4003	122070	85788675
LSM-4010	5566	85789346
LSM-4015	3000322	85787352
LSM-4016	374833	85788012
LSM-4018	5833	85787487
LSM-4025	5995	85788567
LSM-4026	56971	85788167
LSM-4029	25067404	177749097
LSM-4031	4449	85789114
LSM-4038	5311451	85788189
LSM-4045	68848	85787468
LSM-4054	14973220	85788229
LSM-4061	6230	85788451
LSM-4064	5748555	177748350
LSM-4072	65637	177748549
LSM-4075	122023	85787644
LSM-4077	6710754	85788512
LSM-4078	353825	85788398
LSM-4079	3397945	85788578
LSM-4083	6466	85788901
LSM-4092	6610326	85788260
LSM-4094	609483	85788625
LSM-4098	5275	85788574
LSM-4099	2948	85787256
LSM-4101	3759	85789365
LSM-4102	6127	85787905
LSM-4106	610696	177748497
LSM-4110	5326843	85787184
LSM-4115	107930	85788188
LSM-4123	64715	85787615
LSM-4124	68186	85788762
LSM-4126	68071	85789320
LSM-4127	11784736	85788721
LSM-4130	10219702	85788202
LSM-4138	23748533	85787165
LSM-4142	3049	177749377
LSM-4148	10474339	85787675
LSM-4149	24906291	85787154
LSM-4150	3799	85789443
LSM-4151	11634155	85788180
LSM-4152	5531	85787550
LSM-4155	11052	85788942
LSM-4158	3519541	85788151
LSM-4160	386331	177748831
LSM-4161	5311097	85789094
LSM-4164	6610347	85787282
LSM-4167	167683	85788892
LSM-4168	4028	85787697
LSM-4172	3392731	85788158
LSM-4177	3548249	85787997
LSM-4178	3427	85787135
LSM-4181	14709	85787367
LSM-4183	3953	85787421
LSM-4185	60943	85789081
LSM-4188	327653	85789107
LSM-4190	40632	85787591
LSM-4191	15723	85788973
LSM-4197	1172104	85787183
LSM-4198	25181195	85789115
LSM-4200	107715	85787920
LSM-4209	21700	85787341
LSM-4215	6849066	85788644
LSM-4219	4362	85787230
LSM-4222	6166	85787368
LSM-4231	4928	85789621
LSM-4235	11345983	85787119
LSM-4236	244898	85788048
LSM-4249	21678144	85788207
LSM-4251	3034756	85789030
LSM-4295	148191	177748872
LSM-4296	5515	177749036
LSM-4303	2826386	85815833
LSM-4304	44118238	177748603
LSM-4305	6708516	85789501
LSM-4306	4062	85788509
LSM-4308	5702084	85789200
LSM-4309	23757203	85842545
LSM-4310	5137129	85787578
LSM-4313	5221400	85816227
LSM-4314	6708724	85789131
LSM-4315	23423	85789183
LSM-4316	14474436	85788027
LSM-4317	2977478	85839803
LSM-4320	4106	85787800
LSM-4321	6610354	85787776
LSM-4322	3326	85787472
LSM-4324	2830268	85817627
LSM-4325	3771829	177748148
LSM-4327	6732844	177748146
LSM-4328	2803185	85818213
LSM-4330	2956728	85837271
LSM-4332	3642305	85789666
LSM-4333	37175	85787537
LSM-4335	3157	85787347
LSM-4336	23983744	85843657
LSM-4337	23874505	85842866
LSM-4339	23986040	177748305
LSM-4343	5042	85788525
LSM-4344	1693	85789434
LSM-4346	54766	85787511
LSM-4349	1830	85788280
LSM-4351	2729027	85787194
LSM-4352	67441200	99222862
LSM-4354	3044	177748879
LSM-4355	2249	85789736
LSM-4357	24177547	85843393
LSM-4358	108001	177748557
LSM-4363	4767	85789709
LSM-4366	6602476	85787841
LSM-4367	3032285	85787996
LSM-4368	3516032	131404640
LSM-4369	3689	85787500
LSM-4372	6708587	85789590
LSM-4374	3762	85788070
LSM-4376	2825553	85817277
LSM-4377	7011	85789571
LSM-4378	4221587	177748265
LSM-4379	2724365	85787278
LSM-4380	174174	85788924
LSM-4381	5511	85787991
LSM-4382	4977	85787362
LSM-4386	6708523	85789586
LSM-4387	73677	85789286
LSM-4389	3960	85787321
LSM-4390	23872142	177748312
LSM-4391	4014619	177748556
LSM-4392	2976290	85836349
LSM-4393	10831	85788462
LSM-4394	6857784	177748827
LSM-4395	6708542	85789502
LSM-4397	5478	85787562
LSM-4399	4124546	177748122
LSM-4400	2728652	85815856
LSM-4401	45934211	177748812
LSM-4402	6710733	85789668
LSM-4403	1979	177749812
LSM-4403	1979	85789735
LSM-4404	3950722	85789157
LSM-4405	5466054	177748214
LSM-4406	5359	85787329
LSM-4408	5735	85788133
LSM-4409	161313	85787977
LSM-4412	3003	85789016
LSM-4414	2928239	85816976
LSM-4415	2963476	85838269
LSM-4416	2868336	85836691
LSM-4417	5606	85787423
LSM-4420	4423427	177748137
LSM-4421	2910	85787796
LSM-4422	2793096	85840709
LSM-4424	39385	85788957
LSM-4425	6708722	85789129
LSM-4427	45934191	177748783
LSM-4428	72938	85789646
LSM-4431	23900084	85843337
LSM-4433	2545	85788663
LSM-4434	2851120	85840968
LSM-4435	4169	85789622
LSM-4438	5702067	85789187
LSM-4442	5308776	85817868
LSM-4443	23786513	85844528
LSM-4444	6708482	177749111
LSM-4445	5225086	177748874
LSM-4446	1913	177748595
LSM-4447	2834096	85840906
LSM-4448	2729755	85816416
LSM-4449	2864482	177748134
LSM-4451	3780913	177748138
LSM-4452	2951172	103910868
LSM-4453	15560547	177748253
LSM-4454	5428	85843087
LSM-4455	3539719	177748493
LSM-4456	23844163	85844531
LSM-4457	16211224	177748821
LSM-4459	2887234	85836105
LSM-4460	200	177748863
LSM-4462	23955883	85843850
LSM-4463	69216	177748817
LSM-4464	2820633	85818257
LSM-4465	2834356	85817446
LSM-4467	3413	124360066
LSM-4468	6621039	85817955
LSM-4469	6621029	85818192
LSM-4470	44510770	85840777
LSM-4471	2941514	85835124
LSM-4472	24151277	177748399
LSM-4473	23815265	177748210
LSM-4474	3646984	177748123
LSM-4475	590894	85841484
LSM-4476	328236	85843032
LSM-4479	23948194	177748418
LSM-4480	483168	177748818
LSM-4481	1297	177748555
LSM-4482	14900	177748792
LSM-4483	4625402	177748129
LSM-4486	3151270	177748128
LSM-4488	2532	177748570
LSM-4489	10398360	177748547
LSM-4490	2951539	85834542
LSM-4492	2956635	85838841
LSM-4493	2815576	85816293
LSM-4495	3124281	177748135
LSM-4496	2203170	103910860
LSM-4497	23815298	85842930
LSM-4498	16667722	177748778
LSM-4500	2986153	85816792
LSM-4502	632854	85818747
LSM-4503	1915	177748593
LSM-4505	1257352	85840177
LSM-4506	17534	85844449
LSM-4507	895450	85835175
LSM-4508	1305613	85834263
LSM-4510	679758	177748213
LSM-4511	1288929	85833257
LSM-4512	1013514	85818174
LSM-4513	1242564	85834104
LSM-4514	691429	121269812
LSM-4515	42601363	99351050
LSM-4516	404025	177748859
LSM-4516	404025	85787434
LSM-4517	834719	85841354
LSM-4518	2981635	85840189
LSM-4519	74603	177748552
LSM-4520	2046011	85833652
LSM-4521	2889	134970444
LSM-4522	2209276	85831326
LSM-4523	1560402	85844600
LSM-4524	980157	85818832
LSM-4527	24123440	177748193
LSM-4528	556346	85814990
LSM-4529	2844045	85842240
LSM-4530	2819320	85818574
LSM-4531	1300352	85831346
LSM-4532	2816422	85817183
LSM-4533	789791	85840919
LSM-4534	4996	177748468
LSM-4535	1604254	85248499
LSM-4536	2191501	85840232
LSM-4537	287263	85842187
LSM-4538	1721551	85836062
LSM-4541	1091784	85838012
LSM-4542	40600	177748811
LSM-4543	6797340	103910862
LSM-4544	1299526	85831244
LSM-4545	6603728	85787619
LSM-4546	1297252	85834055
LSM-4548	1283913	85841665
LSM-4549	6729038	85844792
LSM-4550	1080352	85818184
LSM-4551	123692	85788341
LSM-4552	6729968	85844843
LSM-4553	876559	85833845
LSM-4554	2218860	85839080
LSM-4555	4139	177748788
LSM-4556	6712861	177748264
LSM-4557	458876	85817634
LSM-4559	3917094	177748195
LSM-4560	6729762	85844939
LSM-4561	752172	85836432
LSM-4562	1317598	85836745
LSM-4563	1075883	85817715
LSM-4564	1978813	85838754
LSM-4565	741395	85841880
LSM-4566	25044703	85845096
LSM-4567	688666	177748820
LSM-4568	2815616	85816295
LSM-4572	1302558	85837076
LSM-4573	134070	85787433
LSM-4574	1287820	85835482
LSM-4575	273769	85820177
LSM-4578	132449	177748583
LSM-4579	6620584	177748132
LSM-4580	6729449	85844753
LSM-4581	4220279	85816703
LSM-4582	1833	85787825
LSM-4584	5741425	85838498
LSM-4585	23958168	85842909
LSM-4587	701150	85833913
LSM-4588	295425	85842213
LSM-4589	2057146	85838188
LSM-4591	1969	177749155
LSM-4592	2207955	85840368
LSM-4593	676292	177748819
LSM-4594	2300880	85819056
LSM-4596	6729593	85844747
LSM-4597	1329190	85836404
LSM-4598	1304413	85835804
LSM-4600	2726279	85817346
LSM-4602	747185	85817558
LSM-4603	16195819	85845450
LSM-4604	2820118	177748140
LSM-4605	5312111	177748867
LSM-4606	871154	85840955
LSM-4607	302929	85815789
LSM-4608	742357	85816714
LSM-4612	6401201	85816729
LSM-4613	3136564	99351037
LSM-4613	3136564	125081958
LSM-4614	6669976	85845483
LSM-4616	3455588	177748231
LSM-4618	1109840	85833841
LSM-4619	695347	177748299
LSM-4621	676288	177748822
LSM-4622	1366986	85832218
LSM-4623	2946881	85838373
LSM-4624	6729590	85845249
LSM-4625	755405	85825489
LSM-4626	1242010	85817934
LSM-4627	2387953	177748127
LSM-4628	3795533	177748143
LSM-4629	6755267	177748263
LSM-4631	444254	177748581
LSM-4632	1182617	85833878
LSM-4634	877183	85815577
LSM-4637	1262839	85837419
LSM-4638	1049140	177748158
LSM-4639	5286678	85837021
LSM-4640	3104706	177748126
LSM-4641	1327854	85817719
LSM-4642	1288922	85833255
LSM-4643	63306	85789027
LSM-4644	1289024	85833270
LSM-4645	1086976	85838421
LSM-4646	3550807	103910867
LSM-4647	4237	85832212
LSM-4648	2802190	85818008
LSM-4649	5282073	177748798
LSM-4650	22693263	85248502
LSM-4651	763244	85841818
LSM-4652	1349139	85841513
LSM-4653	2981024	85834377
LSM-4654	6950539	85843867
LSM-4655	1345154	85840593
LSM-4656	6620794	85817909
LSM-4657	67278	177748864
LSM-4660	2818504	85815930
LSM-4662	674282	85818107
LSM-4664	4602050	177748125
LSM-4665	216248	99430921
LSM-4666	645872	85816274
LSM-4667	3082629	177748496
LSM-4668	6730584	85845731
LSM-4669	1398027	85837863
LSM-4670	3107687	85817025
LSM-4671	699552	85817717
LSM-4673	3650962	177748600
LSM-4674	5391149	177748790
LSM-4675	6758382	85838940
LSM-4678	3025961	85787598
LSM-4679	1252831	85816925
LSM-4680	976690	85833202
LSM-4681	1797892	85836153
LSM-4682	2989846	131404620
LSM-4683	490065	85843647
LSM-4684	362743	85835170
LSM-4685	97226	85788508
LSM-4686	2202512	85833284
LSM-4687	2741420	177748150
LSM-4688	6731173	85845256
LSM-4689	936254	85838247
LSM-4690	971629	85839379
LSM-4691	2857183	85841890
LSM-4692	6731816	85845336
LSM-4693	3477497	177748124
LSM-4694	845368	85820822
LSM-4695	6765452	177748133
LSM-4696	6729040	85844757
LSM-4698	768699	177748115
LSM-4699	2739070	177748145
LSM-4700	60879	177749110
LSM-4702	733669	85838092
LSM-4703	5132514	177748871
LSM-4704	2211279	85831867
LSM-4705	6610332	177748844
LSM-4706	5056826	177748120
LSM-4707	6732081	177748447
LSM-4708	2215989	85834590
LSM-4711	37463	177748554
LSM-4712	6729782	85844937
LSM-4713	666279	85836971
LSM-4714	720932	177748144
LSM-4716	706531	85840994
LSM-4717	6729245	85844777
LSM-4718	23919667	177748473
LSM-4719	670967	177748136
LSM-4720	24869094	85845394
LSM-4722	17104	177748810
LSM-4723	590707	85841005
LSM-4724	2222011	85841760
LSM-4725	1189620	85837709
LSM-4726	1304563	85835818
LSM-4727	395754	177748875
LSM-4728	5290633	85831252
LSM-4729	2201555	85835267
LSM-4731	573894	85818336
LSM-4732	1188388	85815642
LSM-4733	1673	177748868
LSM-4734	6729775	85845260
LSM-4735	2741632	115950074
LSM-4736	1043828	177748194
LSM-4737	1265060	85838883
LSM-4738	24978538	87457108
LSM-4739	894165	85836753
LSM-4740	373878	85817563
LSM-4742	1955478	85831148
LSM-4743	94378	85844040
LSM-4744	2825651	85818281
LSM-4745	3850209	85818567
LSM-4747	74812	177748807
LSM-4748	1242547	85834102
LSM-4749	2724354	177748805
LSM-4750	782168	85817861
LSM-4751	1093221	177748121
LSM-4752	6621011	85818191
LSM-4753	6419755	177749816
LSM-4754	277828	85817869
LSM-4755	1772635	85841160
LSM-4756	6620778	85817731
LSM-4757	1916559	85837867
LSM-4758	1326094	85831745
LSM-4759	68296	177748806
LSM-4760	2730098	177748155
LSM-4762	6729078	85845360
LSM-4764	1817873	85835702
LSM-4765	743143	85841507
LSM-4767	6403456	85831555
LSM-4769	6731789	85845327
LSM-4770	854343	85832854
LSM-4771	1201964	177748266
LSM-4773	2222056	85841765
LSM-4775	877162	85826129
LSM-4776	2941653	85834855
LSM-4777	1182101	85831242
LSM-4778	4392675	177748558
LSM-4780	2219490	85837408
LSM-4781	6741070	85817652
LSM-4782	5281657	85843991
LSM-4783	1993104	85248500
LSM-4784	6675804	177748466
LSM-4785	7067264	85843251
LSM-4790	25190912	177748857
LSM-4791	46926574	99432287
LSM-4792	3125011	99432290
LSM-4793	40911229	124360175
LSM-4794	2930928	87556794
LSM-4795	67310049	160657111
LSM-4796	6743501	99351039
LSM-4797	3000022	99351041
LSM-4798	6802581	99351040
LSM-4799	3768773	99351048
LSM-4800	1395179	99351036
LSM-4801	2183264	99351046
LSM-4802	4642754	99351042
LSM-4803	2953683	99351047
LSM-4804	775536	99351053
LSM-4805	3162043	99351038
LSM-4806	49850262	177748634
LSM-4812	24753719	177748776
LSM-4814	839770	96099455
LSM-4815	821257	96099454
LSM-4816	345945	96099462
LSM-4817	46907796	99368334
LSM-4822	2888950	99432293
LSM-4823	3111016	99222860
LSM-4824	6610334	99222863
LSM-4825	2768444	99222868
LSM-4826	5197049	99222870
LSM-4827	800760	99222850
LSM-4828	8975	99222861
LSM-4829	662619	103023199
LSM-4830	710962	103023247
LSM-4831	6806328	103023241
LSM-4832	28761	103023201
LSM-4833	4898145	103910869
LSM-4834	51003717	117687969
LSM-4835	51003695	117687965
LSM-4836	3816756	117687970
LSM-4837	4484064	117687962
LSM-4838	51003716	117687964
LSM-4839	659031	103910856
LSM-4840	23606608	103910864
LSM-4841	51003685	117687959
LSM-4842	3213	99432307
LSM-4843	1189521	121269814
LSM-4844	4624993	115950089
LSM-4845	3136845	115950088
LSM-4846	3157053	115950087
LSM-4847	855567	115950085
LSM-4848	3245746	115950086
LSM-4849	2016258	115950084
LSM-4850	790989	115950083
LSM-4851	3232217	115950081
LSM-4852	9550235	115950080
LSM-4853	44143772	115950073
LSM-4854	986349	115950077
LSM-4855	973303	115950078
LSM-4856	20876331	115950076
LSM-4858	1017704	115950071
LSM-4859	6401129	115950082
LSM-4860	3223669	115950093
LSM-4861	3921071	177748888
LSM-4862	4879301	177748889
LSM-4863	4879425	177748890
LSM-4864	3190055	177748900
LSM-4866	4431362	177748938
LSM-4867	4621707	177748894
LSM-4868	16749997	177748903
LSM-4869	16253428	177748897
LSM-4870	3739601	177748940
LSM-4871	5132371	177748939
LSM-4872	2466259	177748896
LSM-4873	1135867	177748898
LSM-4874	2860653	177748885
LSM-4875	25181240	177748892
LSM-4876	3190037	177748899
LSM-4877	1208397	177748884
LSM-4881	2090194	177748895
LSM-4882	1510389	177748902
LSM-4883	2924888	177748887
LSM-4884	44176347	177748893
LSM-4885	2861426	177748886
LSM-4886	478951	177748941
LSM-4887	5115516	177748901
LSM-4892	746627	178130372
LSM-4911	253078	177748848
LSM-4915	119565	177748845
LSM-4918	219104	177748841
LSM-4924	11683005	177748839
LSM-4927	45359153	177748837
LSM-4929	300471	177748843
LSM-4932	23928086	177748838
LSM-4934	72376	177748925
LSM-4935	11964036	177748923
LSM-4937	4858	177748919
LSM-4938	24775005	177748924
LSM-4940	10370504	177748920
LSM-4941	24951314	177748937
LSM-4942	46901937	177748922
LSM-4944	25183872	177748936
LSM-4946	44819697	177748921
LSM-4954	5076	177748927
LSM-4955	23340	177748986
LSM-4964	422981	177748994
LSM-4966	4889	177748935
LSM-4969	16759157	177748953
LSM-4977	5650	177748931
LSM-4978	9886498	177748971
LSM-5013	10367662	177749159
LSM-5022	4248	177748928
LSM-5023	57007282	177749057
LSM-5038	7029	177749275
LSM-5039	2894	177748993
LSM-5041	23902994	177749028
LSM-5046	3571	177749073
LSM-5052	636411	177749300
LSM-5055	26937	177749309
LSM-5062	5230270	177748934
LSM-5066	42955	177749327
LSM-5067	11960528	177749432
LSM-5068	10206158	177748975
LSM-5076	16218979	177749011
LSM-5086	24871028	177749260
LSM-5092	5666	177749221
LSM-5100	10429242	177748970
LSM-5110	4888	177749295
LSM-5117	3338	177749336
LSM-5120	53484654	177749063
LSM-5123	53393948	177748881
LSM-5124	2632	177749447
LSM-5156	439620	177749064
LSM-5158	51348735	177749029
LSM-5160	13025387	177749253
LSM-5164	2250	177748930
LSM-5177	70654012	177749075
LSM-5187	2663	177749333
LSM-5191	125629	177749039
LSM-5202	40469540	177749208
LSM-5203	7061052	177749380
LSM-5205	51397657	177749372
LSM-5212	42623900	177748853
LSM-5213	2320	177749373
LSM-5216	6398970	177749475
LSM-5220	134044	177748932
LSM-5224	151819	177749019
LSM-5228	6604446	177749246
LSM-5230	93857	177749410
LSM-5231	17572266	177749381
LSM-5233	54671008	177748764
LSM-5235	1241420	177749182
LSM-5236	68733	177749286
LSM-5237	40461270	177748768
LSM-5238	1013376	177749037
LSM-5241	23637804	177749349
LSM-5245	25226117	177749455
LSM-5248	71384	177748989
LSM-5249	6978790	177749290
LSM-5250	35026803	177748969
LSM-5252	10341154	177748767
LSM-5253	11442891	177748769
LSM-5258	153941	177748952
LSM-5268	7091864	177749329
LSM-5275	7076513	177749199
LSM-5276	6610272	177749010
LSM-5282	4659569	177748926
LSM-5289	11875278	177749370
LSM-5291	25320895	177749211
LSM-5294	5330790	177748752
LSM-5297	5464467	177749061
LSM-5302	6604284	177749388
LSM-5303	2726824	177748618
LSM-5306	40469506	177749245
LSM-5309	1697	177749001
LSM-5310	3561	177749232
LSM-5313	176872	177748738
LSM-5317	1071	177748673
LSM-5317	1071	177749018
LSM-5321	53315104	177749213
LSM-5323	123630	177749299
LSM-5326	16129706	177749082
LSM-5330	9803963	177749053
LSM-5331	3219	177749285
LSM-5335	1633595	177749074
LSM-5338	57353643	177748730
LSM-5339	7073234	177749264
LSM-5346	25226380	177748746
LSM-5347	52897293	177749369
LSM-5348	7048568	177749251
LSM-5349	46931007	177748990
LSM-5350	151165	177749002
LSM-5356	13021033	177749244
LSM-5358	5310966	177748982
LSM-5361	439504	177749301
LSM-5373	6540825	177749205
LSM-5376	12810432	177749366
LSM-5377	65906	177749350
LSM-5378	12866477	177749337
LSM-5379	6740264	177748991
LSM-5381	16112820	177748985
LSM-5389	4623	177749399
LSM-5391	11870426	177749317
LSM-5392	12625909	177749283
LSM-5395	7048591	177749180
LSM-5399	10126189	177748689
LSM-5399	10126189	177748771
LSM-5400	101989	177749030
LSM-5402	22833647	177749296
LSM-5403	1037728	177749027
LSM-5404	54688261	177748997
LSM-5406	6927363	177749387
LSM-5407	9915886	177749271
LSM-5409	146898	177749031
LSM-5420	57083817	177749446
LSM-5421	11234052	177748734
LSM-5424	8567	177749356
LSM-5429	5284585	177749353
LSM-5434	42617	177749294
LSM-5436	51414212	177749191
LSM-5441	40469526	177749206
LSM-5442	5361912	177749449
LSM-5446	13121776	177749188
LSM-5452	28280238	177749302
LSM-5453	9910224	177748946
LSM-5454	13019152	177749173
LSM-5461	40488233	177749326
LSM-5462	5311403	177749297
LSM-5463	1183107	177748612
LSM-5468	40488277	177749390
LSM-5469	693139	177749077
LSM-5476	16196977	177749000
LSM-5477	2733768	177749021
LSM-5478	38409	177748929
LSM-5482	40469508	177749322
LSM-5489	7088398	177749270
LSM-5491	3312	177749313
LSM-5492	9549213	177748987
LSM-5498	60865	177749229
LSM-5499	9875401	177748765
LSM-5501	7061041	177749179
LSM-5504	7092517	177749184
LSM-5509	40469454	177749360
LSM-5513	11868768	177749192
LSM-5514	6334600	177749266
LSM-5516	12799467	177749200
LSM-5520	56719	177749321
LSM-5528	36273	177749534
LSM-5530	8197	177749352
LSM-5539	12801781	177749262
LSM-5552	7048709	177749364
LSM-5557	11908593	177749204
LSM-5564	40469418	177749265
LSM-5565	79873	177749051
LSM-5567	449069	177749489
LSM-5569	6604381	177749257
LSM-5570	42052020	177748992
LSM-5579	7067797	177749344
LSM-5580	7092664	177749305
LSM-5584	114924	177749003
LSM-5595	6560153	177749194
LSM-5600	388945	177748943
LSM-5602	3000540	177749269
LSM-5605	9834591	177748766
LSM-5610	10173949	177748956
LSM-5611	2736301	177749049
LSM-5613	11844351	177749458
LSM-5626	10068193	177749035
LSM-5627	16736529	177748747
LSM-5629	28517	131404693
LSM-5632	7048624	177749292
LSM-5634	23581794	177749445
LSM-5635	11395181	177749540
LSM-5637	6918365	177749355
LSM-5643	40469463	177749282
LSM-5647	5277135	177748762
LSM-5650	123619	177749312
LSM-5652	4462449	177749014
LSM-5659	441145	177749177
LSM-5660	520459	177748977
LSM-5664	206042	177748949
LSM-5664	206042	177748855
LSM-5673	6093397	177749198
LSM-5674	69923936	177749457
LSM-5678	6602488	177749237
LSM-5684	53396328	177748701
LSM-5692	11865433	177749371
LSM-5695	54197	177749367
LSM-5699	11872394	177749181
LSM-5703	11892032	177749319
LSM-5707	44483163	177748693
LSM-5709	57369718	177748974
LSM-5712	3247059	177749016
LSM-5713	41317	177749281
LSM-5719	151170	177748761
LSM-5721	4989	177749315
LSM-5726	5310993	177749280
LSM-5727	6604653	177749357
LSM-5728	53394675	177749080
LSM-5729	5282060	177748972
LSM-5731	10427712	177748756
LSM-5732	6851740	177748760
LSM-5738	92859	177749017
LSM-5741	262535	177749052
LSM-5742	57519523	177748725
LSM-5754	16736978	177748751
LSM-5755	11869580	177749318
LSM-5760	3035026	177749020
LSM-5764	1201549	177749277
LSM-5768	60951	177749267
LSM-5771	60823	177749496
LSM-5772	7059423	177749391
LSM-5773	454469	177749242
LSM-5778	7048968	177749393
LSM-5780	6093179	177749808
LSM-5782	3036703	177748965
LSM-5793	2481	177749228
LSM-5795	24995524	177748743
LSM-5796	29926609	177749227
LSM-5798	388944	177748755
LSM-5809	44607360	177748988
LSM-5812	6560164	177749359
LSM-5817	2747117	177748976
LSM-5823	57352541	177748959
LSM-5824	29985980	177749187
LSM-5826	4250	177749330
LSM-5837	16126782	177749013
LSM-5838	12790158	177749307
LSM-5840	44219749	177748754
LSM-5845	14249524	177748995
LSM-5852	7059561	177749341
LSM-5861	11868648	177749207
LSM-5865	51387307	177749293
LSM-5872	40469854	177749375
LSM-5873	24798764	177748963
LSM-5876	56840865	177749368
LSM-5881	10357822	177749032
LSM-5885	17277	177749225
LSM-5889	7061270	177749178
LSM-5890	40469477	177749304
LSM-5895	7061273	177749273
LSM-5898	4659568	177749310
LSM-5898	4659568	177748942
LSM-5899	11296583	177749058
LSM-5900	11538455	177748745
LSM-5901	69446284	177748772
LSM-5904	40469415	177749338
LSM-5906	5487407	177749093
LSM-5918	443990	177749274
LSM-5926	9933475	177748726
LSM-5927	58153637	177749263
LSM-5929	7048637	177749291
LSM-5934	35027762	177748967
LSM-5937	200244	177749256
LSM-5939	35028748	177749059
LSM-5944	5240	177749048
LSM-5946	44187362	177749091
LSM-5951	72111	177749450
LSM-5952	104758	177748749
LSM-5954	40532410	177749234
LSM-5958	24288	177749050
LSM-5967	12309103	177749247
LSM-5968	26849680	177749287
LSM-5977	644076	177749085
LSM-5982	25226483	177749454
