SM_LINCS_ID	SM_CENTER_COMPOUND_ID	IDsort
LSM-1608	BRD-A50675702	1608
LSM-1609	BRD-A50684349	1609
LSM-1610	HMSL10359	1610
LSM-1610	BRD-A50737080	1610
LSM-1611	BRD-A50764878	1611
LSM-1612	BRD-A50928468	1612
LSM-1613	BRD-A51393488	1613
LSM-1614	BRD-A51410489	1614
LSM-1615	BRD-A51666293	1615
LSM-1616	BRD-A51714012	1616
LSM-1617	CGC00002000	1617
LSM-1617	BRD-A51820102	1617
LSM-1618	BRD-A51829654	1618
LSM-1619	BRD-A51929314	1619
LSM-1620	BRD-A52172093	1620
LSM-1621	BRD-A52326238	1621
LSM-1622	BRD-A52530684	1622
LSM-1623	BRD-A52588987	1623
LSM-1624	BRD-A52660433	1624
LSM-1625	BRD-A52805806	1625
LSM-1626	BRD-A53077924	1626
LSM-1627	BRD-A53107311	1627
LSM-1628	BRD-A53131506	1628
LSM-1629	BRD-A53416814	1629
LSM-1630	BRD-A53576514	1630
LSM-1631	BRD-A54029483	1631
LSM-1632	BRD-A54194844	1632
LSM-1633	BRD-A54236247	1633
LSM-1634	BRD-A54445976	1634
LSM-1635	BRD-A54487287	1635
LSM-1636	BRD-A54490543	1636
LSM-1637	BRD-A54596827	1637
LSM-1638	BRD-A54632525	1638
LSM-1639	BRD-A54845972	1639
LSM-1640	BRD-A54880345	1640
LSM-1641	BRD-A54927599	1641
LSM-1642	BRD-A55369275	1642
LSM-1643	BRD-A55393291	1643
LSM-1644	BRD-A55416093	1644
LSM-1645	BRD-A55484088	1645
LSM-1646	BRD-A55554369	1646
LSM-1647	BRD-A55594068	1647
LSM-1648	BRD-A55609290	1648
LSM-1649	BRD-A55913614	1649
LSM-1650	BRD-A68891053	1650
LSM-1650	BRD-A55946879	1650
LSM-1651	CGC00000163	1651
LSM-1651	BRD-A55962179	1651
LSM-1652	BRD-A56012032	1652
LSM-1653	BRD-A56020723	1653
LSM-1654	BRD-A56675431	1654
LSM-1655	BRD-A56831909	1655
LSM-1656	BRD-A56987319	1656
LSM-1657	BRD-A57382968	1657
LSM-1658	BRD-A57457122	1658
LSM-1659	BRD-A58048407	1659
LSM-1660	BRD-A58157837	1660
LSM-1661	BRD-A58269583	1661
LSM-1662	BRD-A58564983	1662
LSM-1663	BRD-A58924247	1663
LSM-1664	BRD-A59174698	1664
LSM-1665	BRD-A59215453	1665
LSM-1666	BRD-A59303141	1666
LSM-1667	BRD-A59900482	1667
LSM-1668	BRD-A59943784	1668
LSM-1669	BRD-A60197193	1669
LSM-1670	BRD-A60274948	1670
LSM-1671	BRD-A60294240	1671
LSM-1672	BRD-A60414806	1672
LSM-1673	BRD-A60571864	1673
LSM-1674	BRD-A60583491	1674
LSM-1675	BRD-A60784279	1675
LSM-1676	BRD-A61189834	1676
LSM-1677	BRD-A61392169	1677
LSM-1678	BRD-A61470182	1678
LSM-1679	BRD-A61599461	1679
LSM-1680	BRD-A61793559	1680
LSM-1681	BRD-A61825514	1681
LSM-1682	BRD-A61899133	1682
LSM-1683	BRD-A62021152	1683
LSM-1684	BRD-A62035778	1684
LSM-1685	BRD-A62057054	1685
LSM-1686	BRD-A62071884	1686
LSM-1686	BRD-A91992993	1686
LSM-1687	BRD-A62184259	1687
LSM-1688	BRD-A62336480	1688
LSM-1689	BRD-A62496920	1689
LSM-1690	BRD-A62525898	1690
LSM-1691	BRD-A62647958	1691
LSM-1692	BRD-A63043573	1692
LSM-1693	BRD-A63346720	1693
LSM-1694	BRD-A63546914	1694
LSM-1695	BRD-A63667919	1695
LSM-1696	BRD-A63836183	1696
LSM-1697	BRD-A63894585	1697
LSM-1698	BRD-A63949900	1698
LSM-1699	BRD-A63998256	1699
LSM-1700	BRD-A64092382	1700
LSM-1701	BRD-A64125466	1701
LSM-1702	BRD-A64227845	1702
LSM-1703	BRD-A69815203	1703
LSM-1703	BRD-A64290322	1703
LSM-1704	BRD-A64850503	1704
LSM-1705	BRD-A64933752	1705
LSM-1706	BRD-A64977602	1706
LSM-1707	BRD-A65076780	1707
LSM-1708	BRD-A65145453	1708
LSM-1709	BRD-A65280694	1709
LSM-1710	BRD-A65440446	1710
LSM-1711	BRD-A65449987	1711
LSM-1712	BRD-A65516924	1712
LSM-1713	BRD-A65550283	1713
LSM-1714	BRD-A65597028	1714
LSM-1715	BRD-A65615053	1715
LSM-1716	BRD-A65671304	1716
LSM-1717	BRD-A65739223	1717
LSM-1718	BRD-A65767837	1718
LSM-1719	BRD-A66199457	1719
LSM-1720	BRD-A66435872	1720
LSM-1721	BRD-A66559694	1721
LSM-1722	BRD-A66563878	1722
LSM-1723	BRD-A66604020	1723
LSM-1724	BRD-A66846505	1724
LSM-1725	BRD-A66861218	1725
LSM-1726	BRD-A66927094	1726
LSM-1727	BRD-A85025557	1727
LSM-1727	BRD-A67433117	1727
LSM-1728	BRD-A67479912	1728
LSM-1729	BRD-A67799922	1729
LSM-1729	CGC00000239	1729
LSM-1730	BRD-A67862938	1730
LSM-1731	BRD-A68009927	1731
LSM-1732	BRD-A68039575	1732
LSM-1733	BRD-A68065211	1733
LSM-1734	BRD-A68281735	1734
LSM-1735	BRD-A68397902	1735
LSM-1736	BRD-A68723818	1736
LSM-1737	BRD-A68820570	1737
LSM-1738	BRD-A68890828	1738
LSM-1739	BRD-A68929948	1739
LSM-1740	BRD-A68930007	1740
LSM-1741	BRD-A69421747	1741
LSM-1742	BRD-A69429454	1742
LSM-1743	BRD-A69470004	1743
LSM-1744	BRD-A69636825	1744
LSM-1745	BRD-A69917777	1745
LSM-1746	BRD-A69960130	1746
LSM-1747	BRD-A70268693	1747
LSM-1748	BRD-A70407468	1748
LSM-1749	BRD-A70461345	1749
LSM-1750	CGC00002023	1750
LSM-1750	BRD-A70514680	1750
LSM-1751	BRD-A70649075	1751
LSM-1751	CGC00002001	1751
LSM-1752	BRD-A71009679	1752
LSM-1753	BRD-A91475034	1753
LSM-1753	BRD-A71157293	1753
LSM-1754	BRD-A71203467	1754
LSM-1755	BRD-A71262238	1755
LSM-1756	BRD-A71459254	1756
LSM-1757	BRD-A71657825	1757
LSM-1758	BRD-A71765365	1758
LSM-1759	BRD-A71799696	1759
LSM-1760	BRD-A71816415	1760
LSM-1761	BRD-A72066420	1761
LSM-1762	BRD-A72069525	1762
LSM-1763	BRD-A72180425	1763
LSM-1764	BRD-A72483914	1764
LSM-1765	BRD-A72596465	1765
LSM-1766	BRD-A72703248	1766
LSM-1767	BRD-A72711497	1767
LSM-1768	BRD-A72758037	1768
LSM-1769	BRD-A72988804	1769
LSM-1770	BRD-A73368467	1770
LSM-1771	BRD-A73581086	1771
LSM-1772	BRD-A73605923	1772
LSM-1773	BRD-A73741725	1773
LSM-1774	BRD-A73747855	1774
LSM-1775	BRD-A73859745	1775
LSM-1776	BRD-A73909368	1776
LSM-1777	BRD-A74134989	1777
LSM-1778	BRD-A74269027	1778
LSM-1779	BRD-A74608937	1779
LSM-1780	BRD-A74642112	1780
LSM-1781	BRD-A74667430	1781
LSM-1782	BRD-A74975734	1782
LSM-1783	BRD-A74983348	1783
LSM-1784	BRD-A75106577	1784
LSM-1785	BRD-A75172220	1785
LSM-1786	BRD-A75301702	1786
LSM-1787	BRD-A75402480	1787
LSM-1788	BRD-A75409952	1788
LSM-1789	BRD-A75455249	1789
LSM-1790	BRD-A75478957	1790
LSM-1791	BRD-A75552914	1791
LSM-1792	BRD-A75558199	1792
LSM-1793	BRD-A75769826	1793
LSM-1794	BRD-A76093993	1794
LSM-1795	BRD-A76463343	1795
LSM-1796	BRD-A76490030	1796
LSM-1797	BRD-A76528577	1797
LSM-1798	BRD-A76641868	1798
LSM-1799	BRD-A76941896	1799
LSM-1800	BRD-A77291778	1800
LSM-1801	BRD-A77299732	1801
LSM-1802	BRD-A77349281	1802
LSM-1803	BRD-A77722753	1803
LSM-1803	BRD-A37444045	1803
LSM-1804	BRD-A77824596	1804
LSM-1805	BRD-A78295502	1805
LSM-1806	BRD-A78303415	1806
LSM-1807	BRD-A78322124	1807
LSM-1808	BRD-A78360835	1808
LSM-1809	CGC00002756	1809
LSM-1809	BRD-A78377521	1809
LSM-1810	BRD-A78391468	1810
LSM-1811	BRD-A78877355	1811
LSM-1812	BRD-A78942461	1812
LSM-1813	BRD-A79226577	1813
LSM-1814	BRD-A79672927	1814
LSM-1815	BRD-A79981887	1815
LSM-1816	BRD-A80017228	1816
LSM-1817	BRD-A80151636	1817
LSM-1818	BRD-A80213327	1818
LSM-1819	BRD-A80386041	1819
LSM-1820	BRD-A80502530	1820
LSM-1821	BRD-A80536908	1821
LSM-1822	BRD-A80641450	1822
LSM-1823	BRD-A81045722	1823
LSM-1824	BRD-A81177136	1824
LSM-1825	BRD-A81372523	1825
LSM-1826	BRD-A81377415	1826
LSM-1827	BRD-A81389811	1827
LSM-1828	BRD-A81402010	1828
LSM-1829	BRD-A81416315	1829
LSM-1830	BRD-A81772229	1830
LSM-1831	BRD-A81795050	1831
LSM-1832	BRD-A81866333	1832
LSM-1833	BRD-A82096673	1833
LSM-1834	BRD-A82197375	1834
LSM-1835	BRD-A82238138	1835
LSM-1836	BRD-A82329351	1836
LSM-1837	BRD-A82371568	1837
LSM-1838	BRD-A82590476	1838
LSM-1839	BRD-A82656074	1839
LSM-1840	BRD-A82913781	1840
LSM-1841	BRD-A82976242	1841
LSM-1842	BRD-A83081521	1842
LSM-1843	BRD-A83255679	1843
LSM-1844	BRD-A83326220	1844
LSM-1845	BRD-A83402799	1845
LSM-1846	BRD-A83431637	1846
LSM-1847	BRD-A83695761	1847
LSM-1848	BRD-A83706824	1848
LSM-1849	BRD-A83802330	1849
LSM-1850	BRD-A83855350	1850
LSM-1851	BRD-A83859836	1851
LSM-1852	BRD-A83937277	1852
LSM-1853	BRD-A83993876	1853
LSM-1854	BRD-A84098870	1854
LSM-1855	BRD-A84174393	1855
LSM-1856	BRD-A84189516	1856
LSM-1857	BRD-A84205515	1857
LSM-1858	BRD-A84280790	1858
LSM-1859	BRD-A84389091	1859
LSM-1860	BRD-A84389633	1860
LSM-1861	BRD-A84445767	1861
LSM-1862	BRD-A84475555	1862
LSM-1863	BRD-A84481105	1863
LSM-1864	BRD-A38161572	1864
LSM-1864	BRD-A19795905	1864
LSM-1864	BRD-A84493640	1864
LSM-1865	BRD-A84524947	1865
LSM-1866	BRD-A84909344	1866
LSM-1867	BRD-A85234536	1867
LSM-1868	BRD-A85280935	1868
LSM-1869	BRD-A85424553	1869
LSM-1870	BRD-A85472596	1870
LSM-1871	BRD-A85587465	1871
LSM-1872	BRD-A85712510	1872
LSM-1873	BRD-A85891951	1873
LSM-1874	BRD-A86109770	1874
LSM-1875	BRD-A86792397	1875
LSM-1876	BRD-A86990971	1876
LSM-1877	BRD-A87445400	1877
LSM-1878	BRD-A87479750	1878
LSM-1879	BRD-A87606379	1879
LSM-1880	BRD-A87719232	1880
LSM-1881	BRD-A88080608	1881
LSM-1882	BRD-A88282067	1882
LSM-1883	BRD-A89047717	1883
LSM-1884	BRD-A89049230	1884
LSM-1885	BRD-A89104433	1885
LSM-1886	BRD-A89175223	1886
LSM-1887	BRD-A89208012	1887
LSM-1888	BRD-A89337244	1888
LSM-1889	BRD-A89352139	1889
LSM-1890	BRD-A89434049	1890
LSM-1891	BRD-A89494828	1891
LSM-1892	BRD-A89672324	1892
LSM-1893	BRD-A90131694	1893
LSM-1894	BRD-A90311807	1894
LSM-1895	BRD-A90490067	1895
LSM-1896	BRD-A90515964	1896
LSM-1897	BRD-A90799790	1897
LSM-1898	BRD-A91008255	1898
LSM-1899	BRD-A91452556	1899
LSM-1900	BRD-A91477472	1900
LSM-1901	BRD-A91699651	1901
LSM-1902	BRD-A91866971	1902
LSM-1903	BRD-A92161634	1903
LSM-1904	BRD-A92177080	1904
LSM-1905	BRD-A92439610	1905
LSM-1906	BRD-A92537424	1906
LSM-1907	BRD-A92585442	1907
LSM-1908	BRD-A92651262	1908
LSM-1909	BRD-A92670106	1909
LSM-1910	BRD-A92826379	1910
LSM-1911	BRD-A93000692	1911
LSM-1912	BRD-A93206962	1912
LSM-1913	BRD-A93236127	1913
LSM-1914	BRD-A93255169	1914
LSM-1915	BRD-A93424738	1915
LSM-1916	BRD-A93426597	1916
LSM-1917	BRD-A93477898	1917
LSM-1918	BRD-A93507363	1918
LSM-1919	BRD-A93659613	1919
LSM-1920	BRD-A93942655	1920
LSM-1921	BRD-A93975555	1921
LSM-1922	BRD-A94297859	1922
LSM-1923	BRD-A94413429	1923
LSM-1924	BRD-A94567954	1924
LSM-1925	BRD-A94570195	1925
LSM-1926	BRD-A94624445	1926
LSM-1927	BRD-A94669766	1927
LSM-1928	BRD-A94675310	1928
LSM-1929	BRD-A94709349	1929
LSM-1930	BRD-A94756469	1930
LSM-1931	BRD-A95096829	1931
LSM-1932	BRD-A95445494	1932
LSM-1933	BRD-A95513702	1933
LSM-1934	BRD-A95696066	1934
LSM-1935	BRD-A95795120	1935
LSM-1936	BRD-A95869247	1936
LSM-1937	BRD-A95937159	1937
LSM-1938	BRD-A95939040	1938
LSM-1939	BRD-A96006241	1939
LSM-1940	BRD-A96456596	1940
LSM-1941	BRD-A96485169	1941
LSM-1942	BRD-A96746500	1942
LSM-1943	BRD-A96749488	1943
LSM-1944	BRD-A96820077	1944
LSM-1945	BRD-A96882008	1945
LSM-1946	BRD-A96897502	1946
LSM-1947	BRD-A97035593	1947
LSM-1948	BRD-A97104540	1948
LSM-1948	CGC00000634	1948
LSM-1949	BRD-A97437073	1949
LSM-1950	BRD-A97454584	1950
LSM-1951	BRD-A97479839	1951
LSM-1952	BRD-A97674275	1952
LSM-1953	BRD-A97701745	1953
LSM-1954	BRD-A97730597	1954
LSM-1955	BRD-A97739905	1955
LSM-1956	BRD-A98050686	1956
LSM-1957	BRD-A98200599	1957
LSM-1958	BRD-A98248982	1958
LSM-1959	BRD-A98299281	1959
LSM-1960	BRD-A98378129	1960
LSM-1961	BRD-A98431941	1961
LSM-1962	BRD-A98444709	1962
LSM-1963	BRD-A98702003	1963
LSM-1964	BRD-A98725278	1964
LSM-1965	BRD-A99164655	1965
LSM-1966	BRD-A99177642	1966
LSM-1967	BRD-A99218607	1967
LSM-1968	BRD-A99411506	1968
LSM-1969	BRD-A99449986	1969
LSM-1970	BRD-A99518825	1970
LSM-1971	BRD-A99571536	1971
LSM-1972	BRD-A99911370	1972
LSM-1973	BRD-K00028814	1973
LSM-1974	BRD-K00203625	1974
LSM-1975	BRD-K00206590	1975
LSM-1976	BRD-K00234327	1976
LSM-1977	BRD-K00256256	1977
LSM-1978	BRD-K00312224	1978
LSM-1979	BRD-K00313977	1979
LSM-1980	BRD-K00366212	1980
LSM-1981	BRD-K00430421	1981
LSM-1982	BRD-K00442147	1982
LSM-1983	BRD-K00486786	1983
LSM-1984	BRD-K00541156	1984
LSM-1985	BRD-K00555438	1985
LSM-1986	BRD-K00603606	1986
LSM-1987	BRD-K00610438	1987
LSM-1988	BRD-K00615600	1988
LSM-1989	BRD-K00624509	1989
LSM-1990	BRD-K00637033	1990
LSM-1991	BRD-K00662280	1991
LSM-1992	BRD-K00675675	1992
LSM-1993	BRD-K00824317	1993
LSM-1994	BRD-K00863322	1994
LSM-1995	BRD-K00910650	1995
LSM-1996	BRD-K00925050	1996
LSM-1997	BRD-K00959089	1997
LSM-1998	BRD-K01089529	1998
LSM-1999	BRD-K01095011	1999
LSM-2000	BRD-K01265221	2000
LSM-2001	BRD-K01292756	2001
LSM-2001	CGC00000097	2001
LSM-2002	BRD-K01333970	2002
LSM-2003	BRD-K01555864	2003
LSM-2004	BRD-K18749194	2004
LSM-2004	BRD-K01578344	2004
LSM-2005	BRD-K01602319	2005
LSM-2006	BRD-K01624546	2006
LSM-2007	BRD-K01648091	2007
LSM-2008	BRD-K01663662	2008
LSM-2009	BRD-K01712134	2009
LSM-2010	BRD-K01806521	2010
LSM-2011	BRD-K01815685	2011
LSM-2012	BRD-K01834163	2012
LSM-2013	BRD-K01877528	2013
LSM-2014	BRD-K01896723	2014
LSM-2015	BRD-K01902415	2015
LSM-2016	BRD-K01926222	2016
LSM-2017	BRD-K02113384	2017
LSM-2018	BRD-K02174945	2018
LSM-2019	BRD-K02175743	2019
LSM-2020	BRD-K02216544	2020
LSM-2021	BRD-K02265150	2021
LSM-2022	BRD-K02275692	2022
LSM-2023	BRD-K02283807	2023
LSM-2024	BRD-K02313433	2024
LSM-2025	BRD-K02381115	2025
LSM-2026	BRD-K02404261	2026
LSM-2027	BRD-K02437976	2027
LSM-2028	BRD-K02458594	2028
LSM-2029	BRD-K02581333	2029
LSM-2030	BRD-K02590140	2030
LSM-2031	BRD-K02607075	2031
LSM-2032	BRD-K02637541	2032
LSM-2033	BRD-K02641134	2033
LSM-2034	BRD-K02646507	2034
LSM-2035	BRD-K02715688	2035
LSM-2036	BRD-K02735834	2036
LSM-2037	BRD-K02867583	2037
LSM-2038	BRD-K02953697	2038
LSM-2039	BRD-K02986291	2039
LSM-2040	BRD-K03015355	2040
LSM-2041	BRD-K03067624	2041
LSM-2042	BRD-K03109492	2042
LSM-2042	HMSL10266	2042
LSM-2043	BRD-K25433859	2043
LSM-2043	BRD-K03319035	2043
LSM-2044	BRD-K03339442	2044
LSM-2045	BRD-K03371390	2045
LSM-2046	BRD-K03384561	2046
LSM-2047	BRD-K03440695	2047
LSM-2048	BRD-K03552198	2048
LSM-2049	BRD-K03557653	2049
LSM-2050	BRD-K03568209	2050
LSM-2051	BRD-K03600606	2051
LSM-2052	BRD-K03601405	2052
LSM-2053	BRD-K03642198	2053
LSM-2054	BRD-K03670461	2054
LSM-2055	BRD-K03704870	2055
LSM-2056	BRD-K03816923	2056
LSM-2056	BRD-K39256324	2056
LSM-2057	BRD-K03829970	2057
LSM-2058	BRD-K03842655	2058
LSM-2059	BRD-K03857568	2059
LSM-2060	BRD-K03954795	2060
LSM-2061	BRD-K03981224	2061
LSM-2062	BRD-K04010869	2062
LSM-2063	BRD-K04046242	2063
LSM-2064	BRD-K04111260	2064
LSM-2065	BRD-K04136539	2065
LSM-2066	BRD-K04146668	2066
LSM-2066	BRD-K28178212	2066
LSM-2067	BRD-K04156788	2067
LSM-2068	BRD-K04170657	2068
LSM-2069	BRD-K04185004	2069
LSM-2070	BRD-K04188046	2070
LSM-2071	BRD-K04210847	2071
LSM-2072	BRD-K91328526	2072
LSM-2072	BRD-K29950728	2072
LSM-2072	BRD-K04218075	2072
LSM-2073	BRD-K04279026	2073
LSM-2074	BRD-K04363266	2074
LSM-2075	BRD-K04414442	2075
LSM-2076	BRD-K04516579	2076
LSM-2077	BRD-K04546108	2077
LSM-2078	HMSL10249	2078
LSM-2078	BRD-K04548931	2078
LSM-2079	BRD-K04676863	2079
LSM-2080	BRD-K04779531	2080
LSM-2081	BRD-K04877770	2081
LSM-2082	BRD-K04930762	2082
LSM-2083	BRD-K04976539	2083
LSM-2084	BRD-K05002121	2084
LSM-2085	BRD-K05151076	2085
LSM-2086	BRD-K05153001	2086
LSM-2087	BRD-K05181084	2087
LSM-2088	BRD-K05181463	2088
LSM-2089	BRD-K05326558	2089
LSM-2090	BRD-K05331696	2090
LSM-2091	BRD-K05359840	2091
LSM-2092	BRD-K05361803	2092
LSM-2093	BRD-K05395900	2093
LSM-2094	BRD-K05402890	2094
LSM-2095	BRD-K05433219	2095
LSM-2096	BRD-K05434375	2096
LSM-2097	BRD-K05464208	2097
LSM-2098	BRD-K05528470	2098
LSM-2099	BRD-K05549170	2099
LSM-2100	BRD-K05563014	2100
LSM-2101	BRD-K05566481	2101
LSM-2102	BRD-K05737787	2102
LSM-2103	BRD-K05861053	2103
LSM-2104	BRD-K05901394	2104
LSM-2105	BRD-K05906022	2105
LSM-2106	BRD-K05977355	2106
LSM-2107	BRD-K05979026	2107
LSM-2108	BRD-K06014311	2108
LSM-2109	BRD-K06020002	2109
LSM-2110	BRD-K06024458	2110
LSM-2111	BRD-K06147391	2111
LSM-2112	BRD-K06159959	2112
LSM-2113	BRD-K06180729	2113
LSM-2114	BRD-K06186994	2114
LSM-2115	BRD-K06198550	2115
LSM-2116	BRD-K06206016	2116
LSM-2117	BRD-K06208435	2117
LSM-2118	BRD-K06217810	2118
LSM-2119	BRD-K06221026	2119
LSM-2120	BRD-K06234293	2120
LSM-2121	BRD-K06426971	2121
LSM-2122	BRD-K06432680	2122
LSM-2123	BRD-K06436323	2123
LSM-2124	BRD-K06467078	2124
LSM-2125	BRD-K06543683	2125
LSM-2126	BRD-K06555716	2126
LSM-2127	BRD-K06593056	2127
LSM-2128	BRD-K06712146	2128
LSM-2129	BRD-K06748700	2129
LSM-2130	BRD-K06753942	2130
LSM-2131	BRD-K06765193	2131
LSM-2132	BRD-K06854232	2132
LSM-2133	BRD-K06895174	2133
LSM-2134	BRD-K06902185	2134
LSM-2134	BRD-K14888893	2134
LSM-2135	BRD-K76723084	2135
LSM-2135	BRD-K71879491	2135
LSM-2135	BRD-K35483542	2135
LSM-2135	BRD-K06926592	2135
LSM-2136	BRD-K06956503	2136
LSM-2137	BRD-K06980535	2137
LSM-2138	BRD-K07079548	2138
LSM-2139	BRD-K07101857	2139
LSM-2140	BRD-K07117950	2140
LSM-2141	BRD-K07212038	2141
LSM-2142	BRD-K74927006	2142
LSM-2142	BRD-K07220430	2142
LSM-2143	BRD-K07259155	2143
LSM-2144	BRD-K07325606	2144
LSM-2145	BRD-K07398339	2145
LSM-2146	BRD-K07507905	2146
LSM-2147	BRD-K07515761	2147
LSM-2148	BRD-K07521754	2148
LSM-2149	BRD-K07530279	2149
LSM-2150	BRD-K07668032	2150
LSM-2151	BRD-K07762753	2151
LSM-2152	BRD-K07790824	2152
LSM-2152	BRD-K14842454	2152
LSM-2153	BRD-K07872006	2153
LSM-2154	BRD-K07888196	2154
LSM-2155	BRD-K07995125	2155
LSM-2156	BRD-K07996107	2156
LSM-2157	BRD-K08109516	2157
LSM-2158	CGC00003253	2158
LSM-2158	BRD-K08132273	2158
LSM-2158	BRD-K87919739	2158
LSM-2159	BRD-K95253417	2159
LSM-2159	BRD-K08174547	2159
LSM-2160	BRD-K08252256	2160
LSM-2161	BRD-K08287586	2161
LSM-2162	BRD-K08325710	2162
LSM-2163	BRD-K08438429	2163
LSM-2164	BRD-K08447949	2164
LSM-2165	BRD-K08463963	2165
LSM-2166	BRD-K08502430	2166
LSM-2167	HMSL10246	2167
LSM-2167	BRD-K08547377	2167
LSM-2168	BRD-K08554278	2168
LSM-2169	BRD-K08556791	2169
LSM-2170	BRD-K08619574	2170
LSM-2171	BRD-K08619838	2171
LSM-2172	BRD-K08640512	2172
LSM-2173	BRD-K08640787	2173
LSM-2174	BRD-K08714182	2174
LSM-2175	BRD-K08799912	2175
LSM-2176	BRD-K08806317	2176
LSM-2177	BRD-K08829932	2177
LSM-2178	BRD-K08857385	2178
LSM-2179	BRD-K08878345	2179
LSM-2180	BRD-K08890269	2180
LSM-2181	BRD-K08973992	2181
LSM-2182	BRD-K08996725	2182
LSM-2183	BRD-K08998509	2183
LSM-2184	BRD-K09138889	2184
LSM-2185	BRD-K09191212	2185
LSM-2186	BRD-K09255212	2186
LSM-2187	BRD-K09299610	2187
LSM-2188	BRD-K09397065	2188
LSM-2189	BRD-K09416995	2189
LSM-2190	BRD-K09497549	2190
LSM-2191	BRD-K09537769	2191
LSM-2191	HMSL10360	2191
LSM-2192	BRD-K09549677	2192
LSM-2193	CGC00000765	2193
LSM-2193	BRD-K09602097	2193
LSM-2194	BRD-K09631521	2194
LSM-2195	BRD-K09635134	2195
LSM-2196	BRD-K09635314	2196
LSM-2197	BRD-K09638361	2197
LSM-2198	BRD-K09668667	2198
LSM-2199	BRD-K09716788	2199
LSM-2200	BRD-K09764130	2200
LSM-2201	BRD-K09778810	2201
LSM-2202	BRD-K09859624	2202
LSM-2203	BRD-K09902564	2203
LSM-2204	BRD-K09922072	2204
LSM-2205	BRD-K09963420	2205
LSM-2206	BRD-K10042277	2206
LSM-2207	BRD-K10057859	2207
LSM-2208	BRD-K10065684	2208
LSM-2209	BRD-K10098805	2209
LSM-2210	BRD-K10114046	2210
LSM-2211	BRD-K10136726	2211
LSM-2212	BRD-K10176267	2212
LSM-2213	BRD-K10177585	2213
LSM-2214	BRD-K10207760	2214
LSM-2215	BRD-K10355322	2215
LSM-2216	BRD-K10361096	2216
LSM-2217	BRD-K10705233	2217
LSM-2218	BRD-K10806285	2218
LSM-2219	BRD-K10843433	2219
LSM-2220	BRD-K10846167	2220
LSM-2221	BRD-K10855750	2221
LSM-2222	BRD-K10870738	2222
LSM-2223	BRD-K10974103	2223
LSM-2224	BRD-K10995081	2224
LSM-2225	BRD-K11015688	2225
LSM-2226	BRD-K11107424	2226
LSM-2227	BRD-K11129031	2227
LSM-2228	BRD-K11158509	2228
LSM-2228	BRD-K43405658	2228
LSM-2229	CGC00003472	2229
LSM-2229	BRD-K11163873	2229
LSM-2230	BRD-K11187612	2230
LSM-2231	BRD-K11260407	2231
LSM-2232	BRD-K11373525	2232
LSM-2233	CGC00000159	2233
LSM-2233	BRD-K11399644	2233
LSM-2234	BRD-K11540476	2234
LSM-2235	BRD-K11611839	2235
LSM-2236	BRD-K11634954	2236
LSM-2236	BRD-K92577649	2236
LSM-2237	BRD-K11671649	2237
LSM-2238	BRD-K11696279	2238
LSM-2239	CGC00000963	2239
LSM-2239	BRD-K11717138	2239
LSM-2240	BRD-K56231354	2240
LSM-2240	BRD-K11742128	2240
LSM-2241	BRD-K11757396	2241
LSM-2242	BRD-K11778076	2242
LSM-2243	BRD-K11911061	2243
LSM-2244	BRD-K11927976	2244
LSM-2245	BRD-K11928012	2245
LSM-2246	BRD-K12057390	2246
LSM-2247	BRD-K12079898	2247
LSM-2248	BRD-K12120659	2248
LSM-2249	BRD-K12168891	2249
LSM-2250	BRD-K29582677	2250
LSM-2250	BRD-K12184470	2250
LSM-2251	BRD-K12219985	2251
LSM-2252	BRD-K12238169	2252
LSM-2253	BRD-K12244279	2253
LSM-2253	BRD-K23432132	2253
LSM-2254	BRD-K12260308	2254
LSM-2255	BRD-K47105409	2255
LSM-2255	BRD-K12357156	2255
LSM-2256	BRD-K12393722	2256
LSM-2257	BRD-K12401458	2257
LSM-2258	BRD-K12513978	2258
LSM-2259	BRD-K16542329	2259
LSM-2259	BRD-K12516989	2259
LSM-2260	BRD-K12539581	2260
LSM-2261	BRD-K12540328	2261
LSM-2262	BRD-K12579869	2262
LSM-2263	BRD-K12621773	2263
LSM-2264	BRD-K12623437	2264
LSM-2265	BRD-K12690157	2265
LSM-2266	BRD-K12707296	2266
LSM-2267	BRD-K12765235	2267
LSM-2268	BRD-K12814321	2268
LSM-2269	BRD-K12867552	2269
LSM-2270	BRD-K12906962	2270
LSM-2271	BRD-K12932420	2271
LSM-2272	BRD-K13032584	2272
LSM-2273	BRD-K13046565	2273
LSM-2274	BRD-K13146765	2274
LSM-2275	BRD-K13169950	2275
LSM-2276	BRD-K13211965	2276
LSM-2277	BRD-K13261168	2277
LSM-2278	BRD-K13277629	2278
LSM-2279	BRD-K13318664	2279
LSM-2280	BRD-K13533483	2280
LSM-2280	BRD-K03222093	2280
LSM-2281	BRD-K13544237	2281
LSM-2282	BRD-K13571841	2282
LSM-2283	BRD-K13580623	2283
LSM-2284	BRD-K13604076	2284
LSM-2285	BRD-K13605477	2285
LSM-2286	BRD-K13642330	2286
LSM-2287	BRD-K13646352	2287
LSM-2288	BRD-K13665914	2288
LSM-2289	BRD-K13725475	2289
LSM-2290	BRD-K13819402	2290
LSM-2291	BRD-K13842623	2291
LSM-2292	BRD-K13926615	2292
LSM-2293	BRD-K14027855	2293
LSM-2294	BRD-K14048378	2294
LSM-2295	BRD-K14096083	2295
